Time (s),USB Avg Power (mW)
750.2784,1872.0001
750.2804,1869.6001
750.2824,1872.0001
750.2844,1872.0001
750.2864,1872.0001
750.2884,1872.0001
750.2904,1872.0001
750.2924,1869.6001
750.2944,1869.6001
750.2964,1869.6001
750.2984,1874.4
750.3004,1869.6001
750.3024,1869.6001
750.3044,1872.0001
750.3064,1869.6001
750.3084,1872.0001
750.3104,1869.6001
750.3124,1869.6001
750.3144,1869.6001
750.3164,1872.0001
750.3184,1869.6001
750.3204,1869.6001
750.3224,1869.6001
750.3244,1869.6001
750.3264,1867.2001
750.3284,1872.0001
750.3304,1869.6001
750.3324,1869.6001
750.3344,1893.6001
750.3364,1869.6001
750.3384,1869.6001
750.3404,1869.6001
750.3424,1867.2001
750.3444,1869.6001
750.3464,1869.6001
750.3484,1872.0001
750.3504,1869.6001
750.3524,1869.6001
750.3544,1872.0001
750.3564,1869.6001
750.3584,1869.6001
750.3604,1869.6001
750.3624,1869.6001
750.3644,1869.6001
750.3664,1869.6001
750.3684,1872.0001
750.3704,1869.6001
750.3724,1869.6001
750.3744,1872.0001
750.3764,1869.6001
750.3784,1869.6001
750.3804,1872.0001
750.3824,1872.0001
750.3844,1893.6001
750.3864,1874.4
750.3884,1872.0001
750.3904,1874.4
750.3924,1869.6001
750.3944,1872.0001
750.3964,1872.0001
750.3984,1874.4
750.4004,1869.6001
750.4024,1872.0001
750.4044,1872.0001
750.4064,1872.0001
750.4084,1869.6001
750.4104,1869.6001
750.4124,1869.6001
750.4144,1872.0001
750.4164,1869.6001
750.4184,1872.0001
750.4204,1869.6001
750.4224,1869.6001
750.4244,1872.0001
750.4264,1869.6001
750.4284,1869.6001
750.4304,1869.6001
750.4324,1857.6001
750.4344,1910.4
750.4364,1860.0001
750.4384,1862.4
750.4404,1857.6001
750.4424,1860.0001
750.4444,1860.0001
750.4464,1860.0001
750.4484,1857.6001
750.4504,1857.6001
750.4524,1857.6001
750.4544,1860.0001
750.4564,1860.0001
750.4584,1862.4
750.4604,1857.6001
750.4624,1857.6001
750.4644,1860.0001
750.4664,1857.6001
750.4684,1860.0001
750.4704,1857.6001
750.4724,1857.6001
750.4744,1860.0001
750.4764,1857.6001
750.4784,1860.0001
750.4804,1860.0001
750.4824,1860.0001
750.4844,1869.6001
750.4864,1862.4
750.4884,1860.0001
750.4904,1860.0001
750.4924,1838.4
750.4944,1804.8
750.4964,1848.0001
750.4984,1840.8
750.5004,1836.0001
750.5024,1838.4
750.5044,1848.0001
750.5064,1838.4
750.5084,1840.8
750.5104,1838.4
750.5124,1828.8
750.5144,1848.0001
750.5164,1845.6001
750.5184,1848.0001
750.5204,1860.0001
750.5224,1850.4
750.5244,1848.0001
750.5264,1848.0001
750.5284,1862.4
750.5304,1814.4
750.5324,1845.6001
750.5344,1881.6001
750.5364,1857.6001
750.5384,1852.8
750.5404,1850.4
750.5424,1848.0001
750.5444,1857.6001
750.5464,1845.6001
750.5484,1816.8
750.5504,1848.0001
750.5524,1857.6001
750.5544,1848.0001
750.5564,1845.6001
750.5584,1848.0001
750.5604,1857.6001
750.5624,1848.0001
750.5644,1848.0001
750.5664,1816.8
750.5684,1862.4
750.5704,1848.0001
750.5724,1850.4
750.5744,1848.0001
750.5764,1857.6001
750.5784,1848.0001
750.5804,1845.6001
750.5824,1848.0001
750.5844,1826.4
750.5864,1848.0001
750.5884,1848.0001
750.5904,1848.0001
750.5924,1860.0001
750.5944,1848.0001
750.5964,1848.0001
750.5984,1848.0001
750.6004,1860.0001
750.6024,1816.8
750.6044,1860.0001
750.6064,1848.0001
750.6084,1860.0001
750.6104,1845.6001
750.6124,1848.0001
750.6144,1850.4
750.6164,1857.6001
750.6184,1848.0001
750.6204,1816.8
750.6224,1850.4
750.6244,1857.6001
750.6264,1845.6001
750.6284,1848.0001
750.6304,1848.0001
750.6324,1860.0001
750.6344,1850.4
750.6364,1848.0001
750.6384,1814.4
750.6404,1857.6001
750.6424,1848.0001
750.6444,1848.0001
750.6464,1848.0001
750.6484,1857.6001
750.6504,1848.0001
750.6524,1850.4
750.6544,1848.0001
750.6564,1826.4
750.6584,1848.0001
750.6604,1848.0001
750.6624,1850.4
750.6644,1857.6001
750.6664,1848.0001
750.6684,1848.0001
750.6704,1850.4
750.6724,1860.0001
750.6744,1816.8
750.6764,1845.6001
750.6784,1848.0001
750.6804,1857.6001
750.6824,1848.0001
750.6844,1850.4
750.6864,1848.0001
750.6884,1857.6001
750.6904,1845.6001
750.6924,1816.8
750.6944,1848.0001
750.6964,1855.2001
750.6984,1848.0001
750.7004,1848.0001
750.7024,1848.0001
750.7044,1857.6001
750.7064,1848.0001
750.7084,1848.0001
750.7104,1814.4
750.7124,1857.6001
750.7144,1848.0001
750.7164,1848.0001
750.7184,1848.0001
750.7204,1857.6001
750.7224,1850.4
750.7244,1848.0001
750.7264,1848.0001
750.7284,1824.0001
750.7304,1848.0001
750.7324,1850.4
750.7344,1848.0001
750.7364,1869.6001
750.7384,1845.6001
750.7404,1848.0001
750.7424,1848.0001
750.7444,1857.6001
750.7464,1816.8
750.7484,1848.0001
750.7504,1850.4
750.7524,1857.6001
750.7544,1848.0001
750.7564,1848.0001
750.7584,1850.4
750.7604,1855.2001
750.7624,1848.0001
750.7644,1816.8
750.7664,1845.6001
750.7684,1857.6001
750.7704,1848.0001
750.7724,1850.4
750.7744,1848.0001
750.7764,1855.2001
750.7784,1848.0001
750.7804,1848.0001
750.7824,1816.8
750.7844,1857.6001
750.7864,1862.4
750.7884,1848.0001
750.7904,1848.0001
750.7924,1862.4
750.7944,1843.2001
750.7964,1840.8
750.7984,1845.6001
750.8004,1862.4
750.8024,1843.2001
750.8044,1843.2001
750.8064,1843.2001
750.8084,1864.8
750.8104,1843.2001
750.8124,1840.8
750.8144,1843.2001
750.8164,1862.4
750.8184,1845.6001
750.8204,1843.2001
750.8224,1843.2001
750.8244,1860.0001
750.8264,1840.8
750.8284,1845.6001
750.8304,1843.2001
750.8324,1862.4
750.8344,1840.8
750.8364,1884.0001
750.8384,1845.6001
750.8404,1864.8
750.8424,1843.2001
750.8444,1843.2001
750.8464,1843.2001
750.8484,1867.2001
750.8504,1843.2001
750.8524,1840.8
750.8544,1843.2001
750.8564,1862.4
750.8584,1845.6001
750.8604,1862.4
750.8624,1843.2001
750.8644,1862.4
750.8664,1843.2001
750.8684,1845.6001
750.8704,1845.6001
750.8724,1862.4
750.8744,1843.2001
750.8764,1843.2001
750.8784,1845.6001
750.8804,1864.8
750.8824,1840.8
750.8844,1843.2001
750.8864,1879.2001
750.8884,1864.8
750.8904,1843.2001
750.8924,1843.2001
750.8944,1843.2001
750.8964,1864.8
750.8984,1845.6001
750.9004,1843.2001
750.9024,1843.2001
750.9044,1864.8
750.9064,1843.2001
750.9084,1845.6001
750.9104,1843.2001
750.9124,1864.8
750.9144,1843.2001
750.9164,1843.2001
750.9184,1843.2001
750.9204,1867.2001
750.9224,1843.2001
750.9244,1840.8
750.9264,1843.2001
750.9284,1864.8
750.9304,1843.2001
750.9324,1843.2001
750.9344,1843.2001
750.9364,1900.8
750.9384,1843.2001
750.9404,1843.2001
750.9424,1843.2001
750.9444,1864.8
750.9464,1843.2001
750.9484,1843.2001
750.9504,1845.6001
750.9524,1862.4
750.9544,1843.2001
750.9564,1843.2001
750.9584,1845.6001
750.9604,1864.8
750.9624,1843.2001
750.9644,1843.2001
750.9664,1840.8
750.9684,1864.8
750.9704,1843.2001
750.9724,1845.6001
750.9744,1843.2001
750.9764,1864.8
750.9784,1843.2001
750.9804,1845.6001
750.9824,1845.6001
750.9844,1862.4
750.9864,1843.2001
750.9884,1845.6001
750.9904,1845.6001
750.9924,1862.4
750.9944,1843.2001
750.9964,1843.2001
750.9984,1843.2001
751.0004,1864.8
751.0024,1843.2001
751.0044,1843.2001
751.0064,1840.8
751.0084,1867.2001
751.0104,1843.2001
751.0124,1843.2001
751.0144,1843.2001
751.0164,1864.8
751.0184,1843.2001
751.0204,1843.2001
751.0224,1843.2001
751.0244,1864.8
751.0264,1845.6001
751.0284,1843.2001
751.0304,1845.6001
751.0324,1867.2001
751.0344,1843.2001
751.0364,1843.2001
751.0384,1843.2001
751.0404,1867.2001
751.0424,1840.8
751.0444,1843.2001
751.0464,1843.2001
751.0484,1867.2001
751.0504,1845.6001
751.0524,1843.2001
751.0544,1840.8
751.0564,1864.8
751.0584,1843.2001
751.0604,1843.2001
751.0624,1843.2001
751.0644,1867.2001
751.0664,1843.2001
751.0684,1843.2001
751.0704,1843.2001
751.0724,1867.2001
751.0744,1843.2001
751.0764,1845.6001
751.0784,1843.2001
751.0804,1867.2001
751.0824,1845.6001
751.0844,1840.8
751.0864,1840.8
751.0884,1867.2001
751.0904,1843.2001
751.0924,1840.8
751.0944,1840.8
751.0964,1852.8
751.0984,1845.6001
751.1004,1843.2001
751.1024,1840.8
751.1044,1850.4
751.1064,1843.2001
751.1084,1845.6001
751.1104,1840.8
751.1124,1850.4
751.1144,1843.2001
751.1164,1852.8
751.1184,1843.2001
751.1204,1852.8
751.1224,1840.8
751.1244,1843.2001
751.1264,1843.2001
751.1284,1852.8
751.1304,1843.2001
751.1324,1843.2001
751.1344,1843.2001
751.1364,1852.8
751.1384,1845.6001
751.1404,1840.8
751.1424,1840.8
751.1444,1852.8
751.1464,1843.2001
751.1484,1843.2001
751.1504,1843.2001
751.1524,1852.8
751.1544,1843.2001
751.1564,1843.2001
751.1584,1845.6001
751.1604,1852.8
751.1624,1840.8
751.1644,1843.2001
751.1664,1843.2001
751.1684,1855.2001
751.1704,1843.2001
751.1724,1843.2001
751.1744,1843.2001
751.1764,1857.6001
751.1784,1843.2001
751.1804,1840.8
751.1824,1843.2001
751.1844,1855.2001
751.1864,1843.2001
751.1884,1845.6001
751.1904,1843.2001
751.1924,1855.2001
751.1944,1840.8
751.1964,1843.2001
751.1984,1843.2001
751.2004,1855.2001
751.2024,1840.8
751.2044,1840.8
751.2064,1843.2001
751.2084,1855.2001
751.2104,1840.8
751.2124,1840.8
751.2144,1840.8
751.2164,1857.6001
751.2184,1843.2001
751.2204,1843.2001
751.2224,1840.8
751.2244,1855.2001
751.2264,1843.2001
751.2284,1843.2001
751.2304,1843.2001
751.2324,1852.8
751.2344,1843.2001
751.2364,1843.2001
751.2384,1886.4
751.2404,1852.8
751.2424,1843.2001
751.2444,1840.8
751.2464,1843.2001
751.2484,1857.6001
751.2504,1843.2001
751.2524,1843.2001
751.2544,1840.8
751.2564,1857.6001
751.2584,1840.8
751.2604,1840.8
751.2624,1840.8
751.2644,1857.6001
751.2664,1843.2001
751.2684,1843.2001
751.2704,1843.2001
751.2724,1855.2001
751.2744,1843.2001
751.2764,1845.6001
751.2784,1843.2001
751.2804,1855.2001
751.2824,1843.2001
751.2844,1840.8
751.2864,1843.2001
751.2884,1896.0001
751.2904,1845.6001
751.2924,1840.8
751.2944,1840.8
751.2964,1857.6001
751.2984,1840.8
751.3004,1840.8
751.3024,1840.8
751.3044,1855.2001
751.3064,1843.2001
751.3084,1843.2001
751.3104,1840.8
751.3124,1855.2001
751.3144,1840.8
751.3164,1840.8
751.3184,1843.2001
751.3204,1857.6001
751.3224,1840.8
751.3244,1840.8
751.3264,1845.6001
751.3284,1857.6001
751.3304,1843.2001
751.3324,1843.2001
751.3344,1843.2001
751.3364,1860.0001
751.3384,1884.0001
751.3404,1840.8
751.3424,1840.8
751.3444,1857.6001
751.3464,1843.2001
751.3484,1843.2001
751.3504,1843.2001
751.3524,1860.0001
751.3544,1840.8
751.3564,1843.2001
751.3584,1840.8
751.3604,1860.0001
751.3624,1840.8
751.3644,1840.8
751.3664,1843.2001
751.3684,1860.0001
751.3704,1843.2001
751.3724,1860.0001
751.3744,1843.2001
751.3764,1860.0001
751.3784,1843.2001
751.3804,1840.8
751.3824,1840.8
751.3844,1860.0001
751.3864,1843.2001
751.3884,1840.8
751.3904,1840.8
751.3924,1845.6001
751.3944,1843.2001
751.3964,1840.8
751.3984,1843.2001
751.4004,1845.6001
751.4024,1881.6001
751.4044,1843.2001
751.4064,1840.8
751.4084,1848.0001
751.4104,1840.8
751.4124,1840.8
751.4144,1843.2001
751.4164,1848.0001
751.4184,1843.2001
751.4204,1840.8
751.4224,1843.2001
751.4244,1845.6001
751.4264,1843.2001
751.4284,1843.2001
751.4304,1840.8
751.4324,1848.0001
751.4344,1843.2001
751.4364,1843.2001
751.4384,1848.0001
751.4404,1845.6001
751.4424,1867.2001
751.4444,1843.2001
751.4464,1843.2001
751.4484,1845.6001
751.4504,1843.2001
751.4524,1843.2001
751.4544,1843.2001
751.4564,1848.0001
751.4584,1843.2001
751.4604,1840.8
751.4624,1843.2001
751.4644,1845.6001
751.4664,1843.2001
751.4684,1843.2001
751.4704,1840.8
751.4724,1845.6001
751.4744,1843.2001
751.4764,1843.2001
751.4784,1843.2001
751.4804,1848.0001
751.4824,1843.2001
751.4844,1843.2001
751.4864,1843.2001
751.4884,1845.6001
751.4904,1843.2001
751.4924,1843.2001
751.4944,1843.2001
751.4964,1845.6001
751.4984,1840.8
751.5004,1843.2001
751.5024,1843.2001
751.5044,1848.0001
751.5064,1843.2001
751.5084,1840.8
751.5104,1840.8
751.5124,1848.0001
751.5144,1843.2001
751.5164,1843.2001
751.5184,1843.2001
751.5204,1845.6001
751.5224,1843.2001
751.5244,1843.2001
751.5264,1843.2001
751.5284,1848.0001
751.5304,1843.2001
751.5324,1843.2001
751.5344,1843.2001
751.5364,1848.0001
751.5384,1840.8
751.5404,1843.2001
751.5424,1843.2001
751.5444,1845.6001
751.5464,1843.2001
751.5484,1843.2001
751.5504,1840.8
751.5524,1848.0001
751.5544,1843.2001
751.5564,1843.2001
751.5584,1843.2001
751.5604,1845.6001
751.5624,1843.2001
751.5644,1840.8
751.5664,1843.2001
751.5684,1848.0001
751.5704,1843.2001
751.5724,1843.2001
751.5744,1843.2001
751.5764,1850.4
751.5784,1843.2001
751.5804,1840.8
751.5824,1840.8
751.5844,1848.0001
751.5864,1843.2001
751.5884,1843.2001
751.5904,1840.8
751.5924,1848.0001
751.5944,1843.2001
751.5964,1843.2001
751.5984,1840.8
751.6004,1848.0001
751.6024,1872.0001
751.6044,1843.2001
751.6064,1843.2001
751.6084,1848.0001
751.6104,1840.8
751.6124,1843.2001
751.6144,1843.2001
751.6164,1850.4
751.6184,1843.2001
751.6204,1840.8
751.6224,1872.0001
751.6244,1850.4
751.6264,1843.2001
751.6284,1848.0001
751.6304,1843.2001
751.6324,1850.4
751.6344,1843.2001
751.6364,1843.2001
751.6384,1843.2001
751.6404,1888.8
751.6424,1840.8
751.6444,1843.2001
751.6464,1843.2001
751.6484,1848.0001
751.6504,1843.2001
751.6524,1843.2001
751.6544,1843.2001
751.6564,1848.0001
751.6584,1843.2001
751.6604,1840.8
751.6624,1843.2001
751.6644,1850.4
751.6664,1843.2001
751.6684,1843.2001
751.6704,1843.2001
751.6724,1848.0001
751.6744,1845.6001
751.6764,1843.2001
751.6784,1840.8
751.6804,1848.0001
751.6824,1843.2001
751.6844,1845.6001
751.6864,1843.2001
751.6884,1848.0001
751.6904,1884.0001
751.6924,1924.8
751.6944,1869.6001
751.6964,1869.6001
751.6984,1869.6001
751.7004,1867.2001
751.7024,1872.0001
751.7044,1869.6001
751.7064,1867.2001
751.7084,1869.6001
751.7104,1867.2001
751.7124,1872.0001
751.7144,1869.6001
751.7164,1864.8
751.7184,1867.2001
751.7204,1867.2001
751.7224,1872.0001
751.7244,1869.6001
751.7264,1867.2001
751.7284,1869.6001
751.7304,1869.6001
751.7324,1874.4
751.7344,1869.6001
751.7364,1869.6001
751.7384,1869.6001
751.7404,1922.4
751.7424,1874.4
751.7444,1869.6001
751.7464,1869.6001
751.7484,1869.6001
751.7504,1869.6001
751.7524,1874.4
751.7544,1869.6001
751.7564,1869.6001
751.7584,1867.2001
751.7604,1869.6001
751.7624,1874.4
751.7644,1869.6001
751.7664,1867.2001
751.7684,1869.6001
751.7704,1869.6001
751.7724,1874.4
751.7744,1872.0001
751.7764,1869.6001
751.7784,1867.2001
751.7804,1869.6001
751.7824,1874.4
751.7844,1869.6001
751.7864,1869.6001
751.7884,1869.6001
751.7904,1884.0001
751.7924,1874.4
751.7944,1867.2001
751.7964,1869.6001
751.7984,1869.6001
751.8004,1869.6001
751.8024,1929.6001
751.8044,1869.6001
751.8064,1869.6001
751.8084,1867.2001
751.8104,1867.2001
751.8124,1872.0001
751.8144,1869.6001
751.8164,1867.2001
751.8184,1869.6001
751.8204,1869.6001
751.8224,1872.0001
751.8244,1869.6001
751.8264,1867.2001
751.8284,1867.2001
751.8304,1867.2001
751.8324,1874.4
751.8344,1869.6001
751.8364,1867.2001
751.8384,1869.6001
751.8404,1886.4
751.8424,1872.0001
751.8444,1867.2001
751.8464,1869.6001
751.8484,1869.6001
751.8504,1867.2001
751.8524,1872.0001
751.8544,1869.6001
751.8564,1869.6001
751.8584,1869.6001
751.8604,1867.2001
751.8624,1872.0001
751.8644,1869.6001
751.8664,1869.6001
751.8684,1867.2001
751.8704,1867.2001
751.8724,1874.4
751.8744,1869.6001
751.8764,1867.2001
751.8784,1867.2001
751.8804,1869.6001
751.8824,1872.0001
751.8844,1869.6001
751.8864,1869.6001
751.8884,1869.6001
751.8904,1867.2001
751.8924,1874.4
751.8944,1869.6001
751.8964,1869.6001
751.8984,1869.6001
751.9004,1869.6001
751.9024,1872.0001
751.9044,1869.6001
751.9064,1867.2001
751.9084,1869.6001
751.9104,1867.2001
751.9124,1876.8
751.9144,1869.6001
751.9164,1867.2001
751.9184,1867.2001
751.9204,1869.6001
751.9224,1874.4
751.9244,1869.6001
751.9264,1867.2001
751.9284,1869.6001
751.9304,1869.6001
751.9324,1872.0001
751.9344,1869.6001
751.9364,1869.6001
751.9384,1869.6001
751.9404,1869.6001
751.9424,1936.8
751.9444,1869.6001
751.9464,1869.6001
751.9484,1869.6001
751.9504,1869.6001
751.9524,1874.4
751.9544,1869.6001
751.9564,1869.6001
751.9584,1869.6001
751.9604,1869.6001
751.9624,1874.4
751.9644,1867.2001
751.9664,1869.6001
751.9684,1869.6001
751.9704,1869.6001
751.9724,1874.4
751.9744,1869.6001
751.9764,1869.6001
751.9784,1869.6001
751.9804,1869.6001
751.9824,1941.6001
751.9844,1869.6001
751.9864,1869.6001
751.9884,1869.6001
751.9904,1869.6001
751.9924,1819.2001
751.9944,1852.8
751.9964,1850.4
751.9984,1855.2001
752.0004,1848.0001
752.0024,1864.8
752.0044,1850.4
752.0064,1848.0001
752.0084,1852.8
752.0104,1816.8
752.0124,1852.8
752.0144,1852.8
752.0164,1848.0001
752.0184,1852.8
752.0204,1850.4
752.0224,1852.8
752.0244,1852.8
752.0264,1848.0001
752.0284,1819.2001
752.0304,1848.0001
752.0324,1850.4
752.0344,1852.8
752.0364,1848.0001
752.0384,1850.4
752.0404,1850.4
752.0424,1857.6001
752.0444,1850.4
752.0464,1819.2001
752.0484,1852.8
752.0504,1850.4
752.0524,1852.8
752.0544,1852.8
752.0564,1848.0001
752.0584,1852.8
752.0604,1848.0001
752.0624,1852.8
752.0644,1819.2001
752.0664,1850.4
752.0684,1850.4
752.0704,1848.0001
752.0724,1852.8
752.0744,1852.8
752.0764,1848.0001
752.0784,1850.4
752.0804,1850.4
752.0824,1819.2001
752.0844,1850.4
752.0864,1848.0001
752.0884,1850.4
752.0904,1850.4
752.0924,1860.0001
752.0944,1852.8
752.0964,1848.0001
752.0984,1850.4
752.1004,1816.8
752.1024,1852.8
752.1044,1852.8
752.1064,1852.8
752.1084,1850.4
752.1104,1848.0001
752.1124,1869.6001
752.1144,1852.8
752.1164,1852.8
752.1184,1819.2001
752.1204,1852.8
752.1224,1855.2001
752.1244,1852.8
752.1264,1848.0001
752.1284,1850.4
752.1304,1852.8
752.1324,1850.4
752.1344,1855.2001
752.1364,1816.8
752.1384,1850.4
752.1404,1850.4
752.1424,1900.8
752.1444,1852.8
752.1464,1848.0001
752.1484,1850.4
752.1504,1850.4
752.1524,1855.2001
752.1544,1821.6001
752.1564,1850.4
752.1584,1850.4
752.1604,1850.4
752.1624,1850.4
752.1644,1852.8
752.1664,1852.8
752.1684,1850.4
752.1704,1852.8
752.1724,1821.6001
752.1744,1852.8
752.1764,1850.4
752.1784,1852.8
752.1804,1850.4
752.1824,1852.8
752.1844,1852.8
752.1864,1850.4
752.1884,1852.8
752.1904,1819.2001
752.1924,1900.8
752.1944,1852.8
752.1964,1850.4
752.1984,1852.8
752.2004,1850.4
752.2024,1862.4
752.2044,1852.8
752.2064,1850.4
752.2084,1821.6001
752.2104,1850.4
752.2124,1852.8
752.2144,1852.8
752.2164,1850.4
752.2184,1852.8
752.2204,1850.4
752.2224,1852.8
752.2244,1852.8
752.2264,1816.8
752.2284,1850.4
752.2304,1850.4
752.2324,1852.8
752.2344,1852.8
752.2364,1850.4
752.2384,1852.8
752.2404,1852.8
752.2424,1881.6001
752.2444,1821.6001
752.2464,1852.8
752.2484,1852.8
752.2504,1852.8
752.2524,1852.8
752.2544,1855.2001
752.2564,1850.4
752.2584,1852.8
752.2604,1850.4
752.2624,1819.2001
752.2644,1855.2001
752.2664,1850.4
752.2684,1852.8
752.2704,1852.8
752.2724,1852.8
752.2744,1855.2001
752.2764,1850.4
752.2784,1852.8
752.2804,1821.6001
752.2824,1852.8
752.2844,1852.8
752.2864,1852.8
752.2884,1852.8
752.2904,1850.4
752.2924,1845.6001
752.2944,1845.6001
752.2964,1843.2001
752.2984,1845.6001
752.3004,1843.2001
752.3024,1843.2001
752.3044,1843.2001
752.3064,1843.2001
752.3084,1845.6001
752.3104,1843.2001
752.3124,1843.2001
752.3144,1845.6001
752.3164,1845.6001
752.3184,1843.2001
752.3204,1843.2001
752.3224,1843.2001
752.3244,1843.2001
752.3264,1845.6001
752.3284,1843.2001
752.3304,1843.2001
752.3324,1843.2001
752.3344,1843.2001
752.3364,1843.2001
752.3384,1845.6001
752.3404,1843.2001
752.3424,1843.2001
752.3444,1845.6001
752.3464,1843.2001
752.3484,1843.2001
752.3504,1843.2001
752.3524,1843.2001
752.3544,1843.2001
752.3564,1843.2001
752.3584,1843.2001
752.3604,1843.2001
752.3624,1843.2001
752.3644,1843.2001
752.3664,1843.2001
752.3684,1843.2001
752.3704,1843.2001
752.3724,1843.2001
752.3744,1845.6001
752.3764,1845.6001
752.3784,1843.2001
752.3804,1843.2001
752.3824,1840.8
752.3844,1845.6001
752.3864,1845.6001
752.3884,1843.2001
752.3904,1840.8
752.3924,1843.2001
752.3944,1843.2001
752.3964,1843.2001
752.3984,1843.2001
752.4004,1843.2001
752.4024,1845.6001
752.4044,1845.6001
752.4064,1843.2001
752.4084,1843.2001
752.4104,1843.2001
752.4124,1843.2001
752.4144,1845.6001
752.4164,1845.6001
752.4184,1843.2001
752.4204,1843.2001
752.4224,1843.2001
752.4244,1843.2001
752.4264,1843.2001
752.4284,1843.2001
752.4304,1833.6001
752.4324,1833.6001
752.4344,1836.0001
752.4364,1833.6001
752.4384,1836.0001
752.4404,1833.6001
752.4424,1836.0001
752.4444,1836.0001
752.4464,1836.0001
752.4484,1833.6001
752.4504,1831.2001
752.4524,1833.6001
752.4544,1836.0001
752.4564,1833.6001
752.4584,1833.6001
752.4604,1833.6001
752.4624,1833.6001
752.4644,1833.6001
752.4664,1833.6001
752.4684,1833.6001
752.4704,1833.6001
752.4724,1833.6001
752.4744,1833.6001
752.4764,1833.6001
752.4784,1833.6001
752.4804,1833.6001
752.4824,1833.6001
752.4844,1836.0001
752.4864,1836.0001
752.4884,1836.0001
752.4904,1833.6001
752.4924,1836.0001
752.4944,1838.4
752.4964,1836.0001
752.4984,1836.0001
752.5004,1833.6001
752.5024,1833.6001
752.5044,1833.6001
752.5064,1836.0001
752.5084,1833.6001
752.5104,1843.2001
752.5124,1843.2001
752.5144,1845.6001
752.5164,1843.2001
752.5184,1843.2001
752.5204,1843.2001
752.5224,1843.2001
752.5244,1843.2001
752.5264,1843.2001
752.5284,1845.6001
752.5304,1843.2001
752.5324,1845.6001
752.5344,1845.6001
752.5364,1845.6001
752.5384,1845.6001
752.5404,1843.2001
752.5424,1845.6001
752.5444,1888.8
752.5464,1843.2001
752.5484,1843.2001
752.5504,1845.6001
752.5524,1843.2001
752.5544,1843.2001
752.5564,1843.2001
752.5584,1843.2001
752.5604,1845.6001
752.5624,1843.2001
752.5644,1845.6001
752.5664,1843.2001
752.5684,1843.2001
752.5704,1843.2001
752.5724,1843.2001
752.5744,1843.2001
752.5764,1843.2001
752.5784,1843.2001
752.5804,1843.2001
752.5824,1843.2001
752.5844,1845.6001
752.5864,1845.6001
752.5884,1843.2001
752.5904,1840.8
752.5924,1843.2001
752.5944,1881.6001
752.5964,1840.8
752.5984,1840.8
752.6004,1840.8
752.6024,1840.8
752.6044,1840.8
752.6064,1840.8
752.6084,1840.8
752.6104,1840.8
752.6124,1840.8
752.6144,1843.2001
752.6164,1843.2001
752.6184,1840.8
752.6204,1840.8
752.6224,1840.8
752.6244,1843.2001
752.6264,1840.8
752.6284,1840.8
752.6304,1840.8
752.6324,1840.8
752.6344,1843.2001
752.6364,1840.8
752.6384,1840.8
752.6404,1843.2001
752.6424,1843.2001
752.6444,1884.0001
752.6464,1840.8
752.6484,1843.2001
752.6504,1840.8
752.6524,1843.2001
752.6544,1843.2001
752.6564,1840.8
752.6584,1843.2001
752.6604,1840.8
752.6624,1840.8
752.6644,1843.2001
752.6664,1840.8
752.6684,1840.8
752.6704,1840.8
752.6724,1843.2001
752.6744,1843.2001
752.6764,1840.8
752.6784,1840.8
752.6804,1840.8
752.6824,1843.2001
752.6844,1843.2001
752.6864,1843.2001
752.6884,1840.8
752.6904,1840.8
752.6924,1843.2001
752.6944,1840.8
752.6964,1840.8
752.6984,1840.8
752.7004,1840.8
752.7024,1843.2001
752.7044,1843.2001
752.7064,1843.2001
752.7084,1840.8
752.7104,1843.2001
752.7124,1843.2001
752.7144,1843.2001
752.7164,1843.2001
752.7184,1840.8
752.7204,1840.8
752.7224,1840.8
752.7244,1843.2001
752.7264,1840.8
752.7284,1840.8
752.7304,1840.8
752.7324,1840.8
752.7344,1843.2001
752.7364,1840.8
752.7384,1840.8
752.7404,1840.8
752.7424,1843.2001
752.7444,1840.8
752.7464,1840.8
752.7484,1840.8
752.7504,1840.8
752.7524,1840.8
752.7544,1843.2001
752.7564,1840.8
752.7584,1843.2001
752.7604,1843.2001
752.7624,1840.8
752.7644,1843.2001
752.7664,1843.2001
752.7684,1840.8
752.7704,1840.8
752.7724,1843.2001
752.7744,1843.2001
752.7764,1840.8
752.7784,1840.8
752.7804,1840.8
752.7824,1840.8
752.7844,1843.2001
752.7864,1843.2001
752.7884,1840.8
752.7904,1843.2001
752.7924,1843.2001
752.7944,1843.2001
752.7964,1840.8
752.7984,1840.8
752.8004,1840.8
752.8024,1843.2001
752.8044,1840.8
752.8064,1840.8
752.8084,1843.2001
752.8104,1843.2001
752.8124,1843.2001
752.8144,1843.2001
752.8164,1843.2001
752.8184,1840.8
752.8204,1840.8
752.8224,1843.2001
752.8244,1843.2001
752.8264,1840.8
752.8284,1840.8
752.8304,1843.2001
752.8324,1843.2001
752.8344,1843.2001
752.8364,1840.8
752.8384,1843.2001
752.8404,1845.6001
752.8424,1840.8
752.8444,1840.8
752.8464,1843.2001
752.8484,1843.2001
752.8504,1843.2001
752.8524,1843.2001
752.8544,1843.2001
752.8564,1843.2001
752.8584,1843.2001
752.8604,1843.2001
752.8624,1843.2001
752.8644,1843.2001
752.8664,1843.2001
752.8684,1840.8
752.8704,1840.8
752.8724,1843.2001
752.8744,1843.2001
752.8764,1840.8
752.8784,1840.8
752.8804,1843.2001
752.8824,1843.2001
752.8844,1843.2001
752.8864,1840.8
752.8884,1840.8
