Time (s),USB Avg Power (mW)
556.3164,1843.2001
556.3184,1843.2001
556.3204,1843.2001
556.3224,1843.2001
556.3244,1843.2001
556.3264,1843.2001
556.3284,1843.2001
556.3304,1843.2001
556.3324,1843.2001
556.3344,1843.2001
556.3364,1831.2001
556.3384,1831.2001
556.3404,1831.2001
556.3424,1836.0001
556.3444,1833.6001
556.3464,1833.6001
556.3484,1831.2001
556.3504,1833.6001
556.3524,1833.6001
556.3544,1831.2001
556.3564,1831.2001
556.3584,1833.6001
556.3604,1831.2001
556.3624,1831.2001
556.3644,1833.6001
556.3664,1831.2001
556.3684,1831.2001
556.3704,1833.6001
556.3724,1831.2001
556.3744,1833.6001
556.3764,1831.2001
556.3784,1833.6001
556.3804,1831.2001
556.3824,1831.2001
556.3844,1874.4
556.3864,1833.6001
556.3884,1833.6001
556.3904,1833.6001
556.3924,1833.6001
556.3944,1833.6001
556.3964,1833.6001
556.3984,1831.2001
556.4004,1831.2001
556.4024,1833.6001
556.4044,1833.6001
556.4064,1833.6001
556.4084,1831.2001
556.4104,1831.2001
556.4124,1833.6001
556.4144,1833.6001
556.4164,1843.2001
556.4184,1843.2001
556.4204,1843.2001
556.4224,1843.2001
556.4244,1843.2001
556.4264,1843.2001
556.4284,1840.8
556.4304,1843.2001
556.4324,1843.2001
556.4344,1881.6001
556.4364,1843.2001
556.4384,1843.2001
556.4404,1843.2001
556.4424,1843.2001
556.4444,1843.2001
556.4464,1843.2001
556.4484,1843.2001
556.4504,1843.2001
556.4524,1845.6001
556.4544,1843.2001
556.4564,1843.2001
556.4584,1840.8
556.4604,1843.2001
556.4624,1843.2001
556.4644,1843.2001
556.4664,1843.2001
556.4684,1843.2001
556.4704,1843.2001
556.4724,1843.2001
556.4744,1843.2001
556.4764,1843.2001
556.4784,1843.2001
556.4804,1843.2001
556.4824,1843.2001
556.4844,1884.0001
556.4864,1843.2001
556.4884,1840.8
556.4904,1843.2001
556.4924,1843.2001
556.4944,1843.2001
556.4964,1843.2001
556.4984,1843.2001
556.5004,1843.2001
556.5024,1843.2001
556.5044,1843.2001
556.5064,1843.2001
556.5084,1843.2001
556.5104,1840.8
556.5124,1843.2001
556.5144,1843.2001
556.5164,1843.2001
556.5184,1840.8
556.5204,1843.2001
556.5224,1843.2001
556.5244,1843.2001
556.5264,1843.2001
556.5284,1843.2001
556.5304,1843.2001
556.5324,1840.8
556.5344,1843.2001
556.5364,1843.2001
556.5384,1843.2001
556.5404,1843.2001
556.5424,1843.2001
556.5444,1843.2001
556.5464,1843.2001
556.5484,1843.2001
556.5504,1843.2001
556.5524,1840.8
556.5544,1843.2001
556.5564,1843.2001
556.5584,1843.2001
556.5604,1843.2001
556.5624,1855.2001
556.5644,1855.2001
556.5664,1852.8
556.5684,1855.2001
556.5704,1855.2001
556.5724,1855.2001
556.5744,1855.2001
556.5764,1855.2001
556.5784,1852.8
556.5804,1855.2001
556.5824,1855.2001
556.5844,1869.6001
556.5864,1855.2001
556.5884,1852.8
556.5904,1857.6001
556.5924,1855.2001
556.5944,1855.2001
556.5964,1852.8
556.5984,1852.8
556.6004,1855.2001
556.6024,1855.2001
556.6044,1852.8
556.6064,1855.2001
556.6084,1852.8
556.6104,1855.2001
556.6124,1852.8
556.6144,1855.2001
556.6164,1855.2001
556.6184,1850.4
556.6204,1852.8
556.6224,1852.8
556.6244,1852.8
556.6264,1850.4
556.6284,1852.8
556.6304,1855.2001
556.6324,1852.8
556.6344,1852.8
556.6364,1852.8
556.6384,1852.8
556.6404,1855.2001
556.6424,1855.2001
556.6444,1855.2001
556.6464,1855.2001
556.6484,1852.8
556.6504,1855.2001
556.6524,1852.8
556.6544,1852.8
556.6564,1852.8
556.6584,1855.2001
556.6604,1852.8
556.6624,1855.2001
556.6644,1855.2001
556.6664,1855.2001
556.6684,1852.8
556.6704,1855.2001
556.6724,1852.8
556.6744,1855.2001
556.6764,1852.8
556.6784,1855.2001
556.6804,1852.8
556.6824,1855.2001
556.6844,1855.2001
556.6864,1852.8
556.6884,1852.8
556.6904,1855.2001
556.6924,1852.8
556.6944,1852.8
556.6964,1852.8
556.6984,1852.8
556.7004,1855.2001
556.7024,1855.2001
556.7044,1852.8
556.7064,1855.2001
556.7084,1852.8
556.7104,1855.2001
556.7124,1855.2001
556.7144,1852.8
556.7164,1852.8
556.7184,1852.8
556.7204,1855.2001
556.7224,1852.8
556.7244,1855.2001
556.7264,1852.8
556.7284,1852.8
556.7304,1855.2001
556.7324,1852.8
556.7344,1852.8
556.7364,1852.8
556.7384,1852.8
556.7404,1855.2001
556.7424,1852.8
556.7444,1852.8
556.7464,1852.8
556.7484,1852.8
556.7504,1852.8
556.7524,1855.2001
556.7544,1852.8
556.7564,1852.8
556.7584,1852.8
556.7604,1852.8
556.7624,1852.8
556.7644,1852.8
556.7664,1852.8
556.7684,1852.8
556.7704,1852.8
556.7724,1852.8
556.7744,1850.4
556.7764,1850.4
556.7784,1852.8
556.7804,1852.8
556.7824,1852.8
556.7844,1852.8
556.7864,1881.6001
556.7884,1850.4
556.7904,1852.8
556.7924,1852.8
556.7944,1850.4
556.7964,1852.8
556.7984,1850.4
556.8004,1852.8
556.8024,1852.8
556.8044,1852.8
556.8064,1852.8
556.8084,1852.8
556.8104,1852.8
556.8124,1852.8
556.8144,1852.8
556.8164,1850.4
556.8184,1852.8
556.8204,1852.8
556.8224,1852.8
556.8244,1852.8
556.8264,1852.8
556.8284,1850.4
556.8304,1852.8
556.8324,1852.8
556.8344,1852.8
556.8364,1884.0001
556.8384,1852.8
556.8404,1852.8
556.8424,1852.8
556.8444,1850.4
556.8464,1852.8
556.8484,1852.8
556.8504,1852.8
556.8524,1850.4
556.8544,1852.8
556.8564,1850.4
556.8584,1852.8
556.8604,1850.4
556.8624,1862.4
556.8644,1862.4
556.8664,1862.4
556.8684,1864.8
556.8704,1864.8
556.8724,1862.4
556.8744,1828.8
556.8764,1862.4
556.8784,1862.4
556.8804,1864.8
556.8824,1862.4
556.8844,1862.4
556.8864,1910.4
556.8884,1864.8
556.8904,1864.8
556.8924,1831.2001
556.8944,1864.8
556.8964,1864.8
556.8984,1867.2001
556.9004,1867.2001
556.9024,1867.2001
556.9044,1864.8
556.9064,1864.8
556.9084,1867.2001
556.9104,1833.6001
556.9124,1864.8
556.9144,1867.2001
556.9164,1867.2001
556.9184,1867.2001
556.9204,1864.8
556.9224,1867.2001
556.9244,1864.8
556.9264,1867.2001
556.9284,1833.6001
556.9304,1867.2001
556.9324,1864.8
556.9344,1867.2001
556.9364,1891.2001
556.9384,1867.2001
556.9404,1869.6001
556.9424,1867.2001
556.9444,1864.8
556.9464,1836.0001
556.9484,1867.2001
556.9504,1867.2001
556.9524,1867.2001
556.9544,1867.2001
556.9564,1867.2001
556.9584,1867.2001
556.9604,1867.2001
556.9624,1867.2001
556.9644,1831.2001
556.9664,1864.8
556.9684,1867.2001
556.9704,1864.8
556.9724,1864.8
556.9744,1864.8
556.9764,1862.4
556.9784,1864.8
556.9804,1864.8
556.9824,1833.6001
556.9844,1864.8
556.9864,1891.2001
556.9884,1867.2001
556.9904,1864.8
556.9924,1864.8
556.9944,1867.2001
556.9964,1864.8
556.9984,1864.8
557.0004,1831.2001
557.0024,1867.2001
557.0044,1864.8
557.0064,1864.8
557.0084,1864.8
557.0104,1867.2001
557.0124,1864.8
557.0144,1864.8
557.0164,1864.8
557.0184,1833.6001
557.0204,1867.2001
557.0224,1864.8
557.0244,1864.8
557.0264,1862.4
557.0284,1864.8
557.0304,1864.8
557.0324,1862.4
557.0344,1862.4
557.0364,1831.2001
557.0384,1864.8
557.0404,1864.8
557.0424,1862.4
557.0444,1864.8
557.0464,1862.4
557.0484,1867.2001
557.0504,1864.8
557.0524,1864.8
557.0544,1831.2001
557.0564,1862.4
557.0584,1867.2001
557.0604,1864.8
557.0624,1862.4
557.0644,1862.4
557.0664,1864.8
557.0684,1862.4
557.0704,1864.8
557.0724,1831.2001
557.0744,1862.4
557.0764,1862.4
557.0784,1862.4
557.0804,1864.8
557.0824,1864.8
557.0844,1862.4
557.0864,1862.4
557.0884,1864.8
557.0904,1831.2001
557.0924,1862.4
557.0944,1864.8
557.0964,1862.4
557.0984,1862.4
557.1004,1864.8
557.1024,1864.8
557.1044,1862.4
557.1064,1862.4
557.1084,1833.6001
557.1104,1864.8
557.1124,1864.8
557.1144,1862.4
557.1164,1864.8
557.1184,1864.8
557.1204,1867.2001
557.1224,1864.8
557.1244,1864.8
557.1264,1831.2001
557.1284,1864.8
557.1304,1867.2001
557.1324,1862.4
557.1344,1864.8
557.1364,1864.8
557.1384,1864.8
557.1404,1864.8
557.1424,1867.2001
557.1444,1831.2001
557.1464,1864.8
557.1484,1864.8
557.1504,1864.8
557.1524,1857.6001
557.1544,1855.2001
557.1564,1855.2001
557.1584,1855.2001
557.1604,1855.2001
557.1624,1836.0001
557.1644,1838.4
557.1664,1836.0001
557.1684,1836.0001
557.1704,1836.0001
557.1724,1836.0001
557.1744,1836.0001
557.1764,1836.0001
557.1784,1836.0001
557.1804,1836.0001
557.1824,1836.0001
557.1844,1836.0001
557.1864,1838.4
557.1884,1840.8
557.1904,1838.4
557.1924,1836.0001
557.1944,1836.0001
557.1964,1838.4
557.1984,1836.0001
557.2004,1836.0001
557.2024,1838.4
557.2044,1838.4
557.2064,1838.4
557.2084,1836.0001
557.2104,1836.0001
557.2124,1836.0001
557.2144,1836.0001
557.2164,1838.4
557.2184,1836.0001
557.2204,1838.4
557.2224,1836.0001
557.2244,1836.0001
557.2264,1836.0001
557.2284,1838.4
557.2304,1836.0001
557.2324,1848.0001
557.2344,1850.4
557.2364,1848.0001
557.2384,1852.8
557.2404,1848.0001
557.2424,1848.0001
557.2444,1850.4
557.2464,1850.4
557.2484,1848.0001
557.2504,1845.6001
557.2524,1848.0001
557.2544,1848.0001
557.2564,1845.6001
557.2584,1848.0001
557.2604,1850.4
557.2624,1845.6001
557.2644,1850.4
557.2664,1848.0001
557.2684,1850.4
557.2704,1848.0001
557.2724,1848.0001
557.2744,1848.0001
557.2764,1848.0001
557.2784,1848.0001
557.2804,1848.0001
557.2824,1848.0001
557.2844,1848.0001
557.2864,1850.4
557.2884,1891.2001
557.2904,1848.0001
557.2924,1848.0001
557.2944,1845.6001
557.2964,1848.0001
557.2984,1848.0001
557.3004,1848.0001
557.3024,1848.0001
557.3044,1848.0001
557.3064,1848.0001
557.3084,1848.0001
557.3104,1848.0001
557.3124,1845.6001
557.3144,1848.0001
557.3164,1848.0001
557.3184,1850.4
557.3204,1848.0001
557.3224,1848.0001
557.3244,1848.0001
557.3264,1848.0001
557.3284,1850.4
557.3304,1848.0001
557.3324,1848.0001
557.3344,1848.0001
557.3364,1850.4
557.3384,1881.6001
557.3404,1848.0001
557.3424,1848.0001
557.3444,1845.6001
557.3464,1848.0001
557.3484,1848.0001
557.3504,1850.4
557.3524,1845.6001
557.3544,1848.0001
557.3564,1848.0001
557.3584,1850.4
557.3604,1845.6001
557.3624,1845.6001
557.3644,1845.6001
557.3664,1848.0001
557.3684,1845.6001
557.3704,1848.0001
557.3724,1845.6001
557.3744,1845.6001
557.3764,1848.0001
557.3784,1845.6001
557.3804,1848.0001
557.3824,1848.0001
557.3844,1848.0001
557.3864,1848.0001
557.3884,1879.2001
557.3904,1850.4
557.3924,1848.0001
557.3944,1845.6001
557.3964,1848.0001
557.3984,1848.0001
557.4004,1848.0001
557.4024,1845.6001
557.4044,1848.0001
557.4064,1848.0001
557.4084,1848.0001
557.4104,1848.0001
557.4124,1845.6001
557.4144,1848.0001
557.4164,1848.0001
557.4184,1850.4
557.4204,1848.0001
557.4224,1848.0001
557.4244,1848.0001
557.4264,1850.4
557.4284,1848.0001
557.4304,1848.0001
557.4324,1848.0001
557.4344,1848.0001
557.4364,1848.0001
557.4384,1848.0001
557.4404,1848.0001
557.4424,1845.6001
557.4444,1845.6001
557.4464,1845.6001
557.4484,1848.0001
557.4504,1848.0001
557.4524,1845.6001
557.4544,1848.0001
557.4564,1848.0001
557.4584,1848.0001
557.4604,1848.0001
557.4624,1843.2001
557.4644,1843.2001
557.4664,1843.2001
557.4684,1843.2001
557.4704,1843.2001
557.4724,1843.2001
557.4744,1843.2001
557.4764,1845.6001
557.4784,1845.6001
557.4804,1843.2001
557.4824,1845.6001
557.4844,1845.6001
557.4864,1845.6001
557.4884,1843.2001
557.4904,1843.2001
557.4924,1845.6001
557.4944,1843.2001
557.4964,1843.2001
557.4984,1843.2001
557.5004,1845.6001
557.5024,1843.2001
557.5044,1843.2001
557.5064,1843.2001
557.5084,1845.6001
557.5104,1843.2001
557.5124,1845.6001
557.5144,1843.2001
557.5164,1843.2001
557.5184,1840.8
557.5204,1843.2001
557.5224,1845.6001
557.5244,1843.2001
557.5264,1843.2001
557.5284,1843.2001
557.5304,1843.2001
557.5324,1845.6001
557.5344,1843.2001
557.5364,1843.2001
557.5384,1843.2001
557.5404,1843.2001
557.5424,1843.2001
557.5444,1845.6001
557.5464,1843.2001
557.5484,1843.2001
557.5504,1843.2001
557.5524,1843.2001
557.5544,1843.2001
557.5564,1843.2001
557.5584,1845.6001
557.5604,1843.2001
557.5624,1845.6001
557.5644,1845.6001
557.5664,1845.6001
557.5684,1840.8
557.5704,1843.2001
557.5724,1845.6001
557.5744,1843.2001
557.5764,1845.6001
557.5784,1843.2001
557.5804,1845.6001
557.5824,1845.6001
557.5844,1843.2001
557.5864,1843.2001
557.5884,1843.2001
557.5904,1845.6001
557.5924,1845.6001
557.5944,1843.2001
557.5964,1843.2001
557.5984,1843.2001
557.6004,1843.2001
557.6024,1843.2001
557.6044,1843.2001
557.6064,1843.2001
557.6084,1843.2001
557.6104,1840.8
557.6124,1845.6001
557.6144,1843.2001
557.6164,1843.2001
557.6184,1840.8
557.6204,1843.2001
557.6224,1843.2001
557.6244,1843.2001
557.6264,1845.6001
557.6284,1843.2001
557.6304,1843.2001
557.6324,1845.6001
557.6344,1843.2001
557.6364,1843.2001
557.6384,1843.2001
557.6404,1843.2001
557.6424,1843.2001
557.6444,1840.8
557.6464,1843.2001
557.6484,1843.2001
557.6504,1843.2001
557.6524,1843.2001
557.6544,1845.6001
557.6564,1843.2001
557.6584,1840.8
557.6604,1843.2001
557.6624,1843.2001
557.6644,1843.2001
557.6664,1845.6001
557.6684,1843.2001
557.6704,1843.2001
557.6724,1843.2001
557.6744,1845.6001
557.6764,1845.6001
557.6784,1843.2001
557.6804,1843.2001
557.6824,1845.6001
557.6844,1843.2001
557.6864,1843.2001
557.6884,1843.2001
557.6904,1886.4
557.6924,1845.6001
557.6944,1843.2001
557.6964,1843.2001
557.6984,1843.2001
557.7004,1843.2001
557.7024,1843.2001
557.7044,1843.2001
557.7064,1845.6001
557.7084,1843.2001
557.7104,1843.2001
557.7124,1843.2001
557.7144,1843.2001
557.7164,1843.2001
557.7184,1843.2001
557.7204,1845.6001
557.7224,1843.2001
557.7244,1845.6001
557.7264,1843.2001
557.7284,1843.2001
557.7304,1845.6001
557.7324,1843.2001
557.7344,1843.2001
557.7364,1843.2001
557.7384,1843.2001
557.7404,1879.2001
557.7424,1843.2001
557.7444,1843.2001
557.7464,1843.2001
557.7484,2167.2002
557.7504,2169.6001
557.7524,2157.6001
557.7544,2143.2002
557.7564,2148
557.7584,2172
557.7604,2155.2002
557.7644,2138.4001
557.7664,2160
557.7684,2220
557.7704,2287.2002
557.7724,2160
557.7744,2181.6001
557.7764,2143.2002
557.7784,2152.8
557.7804,2460
557.7824,2155.2002
557.7844,2145.6001
557.7864,2203.2002
557.7884,2176.8
557.7904,2462.4001
557.7924,1843.2001
557.7944,1908.0001
557.7964,2164.8
557.7984,2438.4001
557.8004,2450.4001
557.8024,1953.6001
557.8044,1917.6001
557.8064,1972.8
557.8084,1972.8
557.8104,2282.4001
557.8124,1908.0001
557.8144,1984.8
557.8164,2892
557.8184,2906.4001
557.8204,3132.0002
557.8224,2764.8
557.8244,2820
557.8264,2836.8
557.8284,2846.4001
557.8304,2140.8
557.8324,1984.8
557.8344,3122.4001
557.8364,3410.4001
557.8384,2728.8
557.8404,2779.2002
557.8424,2580
557.8444,2342.4001
557.8464,2282.4001
557.8484,2320.8
557.8504,2580
557.8524,2287.2002
557.8544,1994.4
557.8564,3031.2002
557.8584,2784
557.8604,2251.2002
557.8624,1989.6001
557.8644,1980.0001
557.8664,1984.8
557.8684,1994.4
557.8704,2116.8
557.8724,1975.2001
557.8744,1989.6001
557.8764,2001.6001
557.8784,2256
557.8804,2942.4001
557.8824,2364
557.8844,2068.8
557.8864,1989.6001
557.8884,1989.6001
557.8904,2256
557.8924,1999.2001
557.8944,1992.0001
557.8964,1992.0001
557.8984,1989.6001
557.9004,2433.6003
557.9024,1975.2001
557.9044,1980.0001
557.9064,1996.8
557.9084,2013.6001
557.9104,2253.6001
557.9124,1999.2001
557.9144,1987.2001
557.9164,2001.6001
557.9184,1989.6001
557.9204,2448
557.9224,2335.2002
557.9244,1999.2001
557.9264,1992.0001
557.9284,1989.6001
557.9304,2308.8
557.9324,2256
557.9344,2244
557.9364,1996.8
557.9384,1992.0001
557.9404,2244
557.9424,1975.2001
557.9444,1972.8
557.9464,1977.6001
557.9484,1987.2001
557.9504,2100
557.9524,1984.8
557.9544,2361.6001
557.9564,2296.8
557.9584,2325.6001
557.9604,2503.2002
557.9624,2316
557.9644,2311.2002
557.9664,2270.4001
557.9684,2284.8
557.9704,2419.2002
557.9724,2265.6001
557.9744,2596.8
557.9764,2253.6001
557.9784,2373.6001
557.9804,2601.6001
557.9824,2325.6001
557.9844,2592
557.9864,2275.2002
557.9884,2496
557.9904,2582.4001
557.9924,2102.4001
557.9944,1989.6001
557.9964,2277.6001
557.9984,2652
558.0004,2712
558.0024,2392.8
558.0044,2356.8
558.0064,2294.4001
558.0084,2318.4001
558.0104,3830.4001
558.0124,2313.6001
558.0144,1977.6001
558.0164,1972.8
558.0184,1975.2001
558.0204,2306.4001
558.0224,1980.0001
558.0244,1980.0001
558.0264,1977.6001
558.0284,1984.8
558.0304,2188.8
558.0324,1975.2001
558.0344,1980.0001
558.0364,1984.8
558.0384,1980.0001
558.0404,2184
558.0424,1980.0001
558.0444,1982.4
558.0464,1977.6001
558.0484,1975.2001
558.0504,2208
558.0524,2028.0001
558.0544,1984.8
558.0564,1980.0001
558.0584,1975.2001
558.0604,2126.4001
558.0624,1975.2001
558.0644,1975.2001
558.0664,1977.6001
558.0684,1996.8
558.0704,2023.2001
558.0724,1980.0001
558.0744,1980.0001
558.0764,1994.4
558.0784,1975.2001
558.0804,2025.6001
558.0824,1982.4
558.0844,1999.2001
558.0864,1984.8
558.0884,1984.8
558.0904,2004.0001
558.0924,2016.0001
558.0944,1977.6001
558.0964,1977.6001
558.0984,1977.6001
558.1004,2090.4001
558.1024,2428.8
558.1044,1989.6001
558.1064,3134.4001
558.1084,2020.8
558.1104,2126.4001
558.1124,1996.8
558.1144,1992.0001
558.1164,2008.8
558.1184,1989.6001
558.1204,2032.8
558.1224,1989.6001
558.1244,2008.8
558.1264,1992.0001
558.1284,1989.6001
558.1304,2083.2002
558.1324,2008.8
558.1344,1980.0001
558.1364,1975.2001
558.1384,1980.0001
558.1404,2037.6001
558.1424,1999.2001
558.1444,1977.6001
558.1464,1980.0001
558.1484,1996.8
558.1504,1999.2001
558.1524,1975.2001
558.1544,1977.6001
558.1564,2004.0001
558.1584,2042.4
558.1604,2018.4
558.1624,1992.0001
558.1644,3000
558.1664,1992.0001
558.1684,1989.6001
558.1704,2035.2001
558.1724,2008.8
558.1744,1992.0001
558.1764,2011.2001
558.1784,1992.0001
558.1804,2107.2002
558.1824,1975.2001
558.1844,1977.6001
558.1864,1980.0001
558.1884,1996.8
558.1904,2025.6001
558.1924,2037.6001
558.1944,1977.6001
558.1964,1999.2001
558.1984,1977.6001
558.2004,2025.6001
558.2024,1984.8
558.2044,1996.8
558.2064,1977.6001
558.2084,1977.6001
558.2104,1972.8
558.2124,1999.2001
558.2144,1977.6001
558.2164,1977.6001
558.2184,1977.6001
558.2204,2001.6001
558.2224,1972.8
558.2244,1972.8
558.2264,1977.6001
558.2284,1996.8
558.2304,1977.6001
558.2324,1977.6001
558.2344,1977.6001
558.2364,1996.8
558.2384,1982.4
558.2404,1989.6001
558.2424,1987.2001
558.2444,1999.2001
558.2464,1977.6001
558.2484,1977.6001
558.2504,1977.6001
558.2524,2090.4001
558.2544,1977.6001
558.2564,1975.2001
558.2584,1987.2001
558.2604,2006.4
558.2624,1977.6001
558.2644,1980.0001
558.2664,1980.0001
558.2684,2013.6001
558.2704,1989.6001
558.2724,1989.6001
558.2744,1989.6001
558.2764,2008.8
558.2784,1989.6001
558.2804,2016.0001
558.2824,1992.0001
558.2844,2011.2001
558.2864,1989.6001
558.2884,1992.0001
558.2904,2085.6001
558.2924,2018.4
558.2944,1989.6001
558.2964,1980.0001
558.2984,1977.6001
558.3004,2145.6001
558.3024,1977.6001
558.3044,1975.2001
558.3064,1977.6001
558.3084,1999.2001
558.3104,2116.8
558.3124,1977.6001
558.3144,1975.2001
558.3164,2340
558.3184,1975.2001
558.3204,1980.0001
558.3224,1975.2001
558.3244,1996.8
558.3264,1977.6001
558.3284,1975.2001
558.3304,1972.8
558.3324,1999.2001
558.3344,1963.2001
558.3364,1965.6001
558.3384,1965.6001
558.3404,1994.4
558.3424,1965.6001
558.3444,1963.2001
558.3464,1968.0001
558.3484,1987.2001
558.3504,1965.6001
558.3524,1968.0001
558.3544,1977.6001
558.3564,2791.2002
558.3584,2042.4
558.3604,2042.4
558.3624,1977.6001
558.3644,2018.4
558.3664,2011.2001
558.3684,2006.4
558.3704,2020.8
558.3724,1965.6001
558.3744,1996.8
558.3764,1994.4
558.3784,1992.0001
558.3804,2008.8
558.3824,1994.4
558.3844,1994.4
558.3864,1994.4
558.3884,2004.0001
558.3904,1968.0001
558.3924,1994.4
558.3944,2001.6001
558.3964,2011.2001
558.3984,1994.4
558.4004,2004.0001
558.4024,1994.4
558.4044,2004.0001
558.4064,1996.8
558.4084,1963.2001
558.4104,1994.4
558.4124,2004.0001
558.4144,2006.4
558.4164,2004.0001
558.4184,2911.2002
558.4204,2016.0001
558.4224,2006.4
558.4244,2006.4
558.4264,1965.6001
558.4284,2013.6001
558.4304,2008.8
558.4324,2016.0001
558.4344,2006.4
558.4364,2018.4
558.4384,2006.4
558.4404,2006.4
558.4424,2004.0001
558.4444,1980.0001
558.4464,2008.8
558.4484,2006.4
558.4504,2011.2001
558.4524,2016.0001
558.4544,2004.0001
558.4564,2006.4
558.4584,2004.0001
558.4604,2016.0001
558.4624,1970.4
558.4644,2018.4
558.4664,2004.0001
558.4684,2018.4
558.4704,2006.4
558.4724,2006.4
558.4744,2006.4
558.4764,2018.4
558.4784,2001.6001
558.4804,1984.8
558.4824,2006.4
558.4844,2018.4
558.4864,2004.0001
558.4884,2006.4
558.4904,2011.2001
558.4924,2016.0001
558.4944,2016.0001
558.4964,2006.4
558.4984,1982.4
558.5004,2018.4
558.5024,2004.0001
558.5044,2004.0001
558.5064,2004.0001
558.5084,2018.4
558.5104,2380.8
558.5124,2352
558.5144,3259.2002
558.5164,2330.4001
558.5184,2342.4001
558.5204,3400.8
558.5224,2352
558.5244,2328
558.5264,2332.8
558.5284,2323.2002
558.5304,2736
558.5324,2320.8
558.5344,2265.6001
558.5364,2402.4001
558.5384,2299.2002
558.5404,2328
558.5424,2342.4001
558.5444,2419.2002
558.5464,2325.6001
558.5484,2474.4001
558.5504,2455.2002
558.5524,2280
558.5544,2023.2001
558.5564,2032.8
558.5584,2335.2002
558.5604,2299.2002
558.5624,2020.8
558.5644,2032.8
558.5664,2018.4
558.5684,2018.4
558.5704,2004.0001
558.5724,2030.4
558.5744,2016.0001
558.5764,2013.6001
558.5784,2016.0001
558.5804,2104.8
558.5824,2004.0001
558.5844,2004.0001
558.5864,2004.0001
558.5884,1984.8
558.5904,2023.2001
558.5924,2001.6001
558.5944,2056.8
558.5964,2018.4
558.5984,2004.0001
558.6004,2090.4001
558.6024,2001.6001
558.6044,2025.6001
558.6064,1968.0001
558.6084,2004.0001
558.6104,2025.6001
558.6124,2018.4
558.6144,2004.0001
558.6164,2004.0001
558.6184,2001.6001
558.6204,2032.8
558.6224,2004.0001
558.6244,1972.8
558.6264,2011.2001
558.6284,2016.0001
558.6304,2020.8
558.6324,1996.8
558.6344,2004.0001
558.6364,2018.4
558.6384,2001.6001
558.6404,2020.8
558.6424,1972.8
558.6444,2042.4
558.6464,2018.4
558.6484,2006.4
558.6504,2020.8
558.6524,2025.6001
558.6544,2006.4
558.6564,2004.0001
558.6584,2020.8
558.6604,1989.6001
558.6624,2001.6001
558.6644,1984.8
558.6664,1982.4
558.6684,1994.4
558.6704,1992.0001
558.6724,1987.2001
558.6744,1987.2001
558.6764,1987.2001
558.6784,1982.4
558.6804,1987.2001
558.6824,1987.2001
558.6844,1987.2001
558.6864,1982.4
558.6884,1989.6001
558.6904,1987.2001
558.6924,1987.2001
558.6944,2018.4
558.6964,1982.4
558.6984,1982.4
558.7004,1989.6001
558.7024,1994.4
558.7044,1984.8
558.7064,1982.4
558.7084,1987.2001
558.7104,1987.2001
558.7124,1982.4
558.7144,1989.6001
558.7164,1984.8
558.7184,1987.2001
558.7204,1984.8
558.7224,1984.8
558.7244,1984.8
558.7264,1982.4
558.7284,1982.4
558.7304,1984.8
558.7324,1984.8
558.7344,1982.4
558.7364,1984.8
558.7384,1982.4
558.7404,1987.2001
558.7424,1984.8
558.7444,1982.4
558.7464,1984.8
558.7484,1989.6001
558.7504,1987.2001
558.7524,1987.2001
558.7544,2006.4
558.7564,1984.8
558.7584,1984.8
558.7604,1987.2001
558.7624,1984.8
558.7644,1984.8
558.7664,1982.4
558.7684,1982.4
558.7704,1994.4
558.7724,1984.8
558.7744,1982.4
558.7764,1984.8
558.7784,1982.4
558.7804,1987.2001
558.7824,1984.8
558.7844,1984.8
558.7864,1982.4
558.7884,1987.2001
558.7904,1987.2001
558.7924,1992.0001
558.7944,1980.0001
558.7964,1987.2001
558.7984,1982.4
558.8004,1989.6001
558.8024,1987.2001
558.8044,2236.8
558.8064,1984.8
558.8084,1982.4
558.8104,1984.8
558.8124,1987.2001
558.8144,1984.8
558.8164,1984.8
558.8184,1984.8
558.8204,1987.2001
558.8224,1989.6001
558.8244,1987.2001
558.8264,1982.4
558.8284,1992.0001
558.8304,1982.4
558.8324,1984.8
558.8344,1980.0001
558.8364,1984.8
558.8384,1977.6001
558.8404,1987.2001
558.8424,1989.6001
558.8444,1987.2001
558.8464,1982.4
558.8484,1984.8
558.8504,1987.2001
558.8524,1989.6001
558.8544,1984.8
558.8564,1984.8
558.8584,1987.2001
558.8604,1989.6001
558.8624,1982.4
558.8644,1984.8
558.8664,1984.8
558.8684,1987.2001
558.8704,1987.2001
558.8724,1992.0001
558.8744,1989.6001
558.8764,1987.2001
558.8784,1987.2001
558.8804,1984.8
558.8824,1982.4
558.8844,1992.0001
558.8864,1984.8
558.8884,1982.4
558.8904,1984.8
558.8924,1992.0001
558.8944,1984.8
558.8964,1989.6001
558.8984,1980.0001
558.9004,1992.0001
558.9024,1987.2001
558.9044,1982.4
558.9064,1982.4
558.9084,1999.2001
558.9104,1996.8
558.9124,1984.8
558.9144,1984.8
558.9164,1992.0001
558.9184,1984.8
558.9204,1989.6001
558.9224,1982.4
558.9244,1989.6001
558.9264,1982.4
558.9284,1982.4
558.9304,1992.0001
558.9324,1989.6001
558.9344,1984.8
558.9364,1982.4
558.9384,1980.0001
558.9404,1992.0001
558.9424,1984.8
558.9444,1987.2001
558.9464,1989.6001
558.9484,1989.6001
558.9504,1992.0001
558.9524,1994.4
558.9544,1984.8
558.9564,1992.0001
558.9584,1982.4
