BATCH,TIME_MS,PWR_W,PWR_Z,RX_W,TX_W,RX_Z,TX_Z
1,1207,21,off,6956,7000,0,0
2,16135,19,off,6993,7000,0,0
3,31259,17,off,6985,7000,0,0
4,46293,15,off,6926,7000,0,0
5,60909,13,off,6950,7000,0,0
6,75978,11,off,6990,7000,0,0
7,91168,9,off,6932,7000,0,0
8,106986,7,off,6133,7000,0,0
9,122119,9,off,6954,7000,0,0
10,137124,7,off,6108,7000,0,0
11,152513,9,off,6908,7000,0,0
12,168212,7,off,6469,7000,0,0
13,183300,7,off,6487,7000,0,0
14,198831,7,off,6535,7000,0,0
15,214145,7,off,6290,7000,0,0
16,229350,9,off,6983,7000,0,0
17,244355,7,off,6517,7000,0,0
18,259663,7,off,6517,7000,0,0
19,274331,7,off,6228,7000,0,0
20,288884,9,off,6932,7000,0,0
21,303624,7,off,6474,7000,0,0
22,318895,7,off,6617,7000,0,0
23,334088,7,off,6502,7000,0,0
24,349880,7,off,6596,7000,0,0
25,364657,7,off,6584,7000,0,0
26,379920,7,off,6464,7000,0,0
27,395340,7,off,6267,7000,0,0
28,411358,9,off,6985,7000,0,0
29,426769,7,off,6555,7000,0,0
30,441971,7,off,5785,7000,0,0
done,456129
