BATCH,TIME_MS,PWR_W,PWR_Z,RX_W,TX_W,RX_Z,TX_Z
1,1186,21,off,7498,7500,0,0
2,17335,19,off,7495,7500,0,0
3,33494,17,off,7426,7500,0,0
4,49274,15,off,7458,7500,0,0
5,65237,13,off,7467,7500,0,0
6,80064,11,off,7496,7500,0,0
7,95995,9,off,7493,7500,0,0
8,112120,7,off,6796,7500,0,0
9,128310,7,off,6872,7500,0,0
10,144400,7,off,6767,7500,0,0
11,160727,7,off,6904,7500,0,0
12,176732,7,off,6865,7500,0,0
13,192969,7,off,6836,7500,0,0
14,209258,7,off,6951,7500,0,0
15,225259,7,off,6856,7500,0,0
16,241718,7,off,6964,7500,0,0
17,258238,7,off,6729,7500,0,0
18,274636,9,off,7495,7500,0,0
19,290791,7,off,6799,7500,0,0
20,306979,7,off,6850,7500,0,0
21,323148,7,off,6795,7500,0,0
22,339328,7,off,6835,7500,0,0
23,355269,7,off,6697,7500,0,0
24,371539,9,off,7460,7500,0,0
25,387868,7,off,6831,7500,0,0
26,403689,7,off,6680,7500,0,0
27,419470,9,off,7492,7500,0,0
28,435254,7,off,6827,7500,0,0
29,450795,7,off,6712,7500,0,0
30,466620,9,off,7467,7500,0,0
done,481872
