BATCH,TIME_MS,PWR_W,PWR_Z,RX_W,TX_W,RX_Z,TX_Z
1,1206,21,off,2906,3000,0,0
2,15321,19,off,2936,3000,0,0
3,29698,17,off,2960,3000,0,0
4,43630,15,off,2949,3000,0,0
5,57944,13,off,2947,3000,0,0
6,72827,11,off,2939,3000,0,0
7,87519,9,off,2964,3000,0,0
8,101739,7,off,2789,3000,0,0
9,115893,7,off,2625,3000,0,0
10,130037,9,off,2977,3000,0,0
11,144906,7,off,2746,3000,0,0
12,159928,7,off,2560,3000,0,0
13,174209,9,off,2991,3000,0,0
14,188368,7,off,2609,3000,0,0
15,202759,9,off,2976,3000,0,0
16,216970,7,off,2862,3000,0,0
17,231507,7,off,2542,3000,0,0
18,245500,9,off,2985,3000,0,0
19,259599,7,off,2309,3000,0,0
20,273999,9,off,2966,3000,0,0
21,288317,7,off,2845,3000,0,0
22,303190,7,off,2673,3000,0,0
23,317575,9,off,2937,3000,0,0
24,331787,7,off,2795,3000,0,0
25,345758,7,off,2493,3000,0,0
26,360076,9,off,2977,3000,0,0
27,374147,7,off,2815,3000,0,0
28,388270,7,off,2707,3000,0,0
29,402251,7,off,2840,3000,0,0
30,417175,7,off,2608,3000,0,0
done,430797
