BATCH,TIME_MS,PWR_W,PWR_Z,RX_W,TX_W,RX_Z,TX_Z
1,1196,21,off,4996,5000,0,0
2,15350,19,off,4969,5000,0,0
3,29610,17,off,4995,5000,0,0
4,43811,15,off,4991,5000,0,0
5,57940,13,off,4993,5000,0,0
6,72297,11,off,4972,5000,0,0
7,86702,9,off,4978,5000,0,0
8,101033,7,off,4690,5000,0,0
9,115383,7,off,4582,5000,0,0
10,129396,7,off,4474,5000,0,0
11,143497,9,off,4963,5000,0,0
12,157480,7,off,4368,5000,0,0
13,171835,9,off,4992,5000,0,0
14,186101,7,off,4528,5000,0,0
15,200139,7,off,4225,5000,0,0
16,214305,9,off,4992,5000,0,0
17,228480,7,off,4266,5000,0,0
18,242416,9,off,4984,5000,0,0
19,256535,7,off,4527,5000,0,0
20,270736,7,off,4190,5000,0,0
21,285487,9,off,4995,5000,0,0
22,299850,7,off,4318,5000,0,0
23,314068,9,off,4988,5000,0,0
24,328147,7,off,4725,5000,0,0
25,342235,7,off,4458,5000,0,0
26,356320,9,off,4941,5000,0,0
27,371229,7,off,4309,5000,0,0
28,385557,9,off,4962,5000,0,0
29,400474,7,off,4408,5000,0,0
30,414456,9,off,4993,5000,0,0
done,428159
