BATCH,TIME_MS,PWR_W,PWR_Z,RX_W,TX_W,RX_Z,TX_Z
1,1208,21,off,2959,3000,0,0
2,16039,19,off,2987,3000,0,0
3,30107,17,off,2996,3000,0,0
4,44086,15,off,3000,3000,0,0
5,58995,13,off,2976,3000,0,0
6,73899,11,off,2960,3000,0,0
7,88743,9,off,2951,3000,0,0
8,103001,7,off,1513,3000,0,0
9,117210,9,off,2972,3000,0,0
10,131435,7,off,2112,3000,0,0
11,145395,9,off,2900,3000,0,0
12,159409,7,off,2307,3000,0,0
13,173422,9,off,2783,3000,0,0
14,187392,9,off,2987,3000,0,0
15,201794,7,off,2480,3000,0,0
16,215821,9,off,2838,3000,0,0
17,230038,9,off,2826,3000,0,0
18,244227,9,off,2896,3000,0,0
19,258433,7,off,2471,3000,0,0
20,272491,9,off,2742,3000,0,0
21,286377,9,off,2997,3000,0,0
22,300441,7,off,2136,3000,0,0
23,314529,9,off,2993,3000,0,0
24,328678,7,off,2880,3000,0,0
25,343650,5,off,2160,3000,0,0
26,358535,7,off,2892,3000,0,0
27,373377,5,off,2754,3000,0,0
28,387596,5,off,2850,3000,0,0
29,401646,5,off,2474,3000,0,0
30,415710,7,off,334,3000,0,0
done,429301
