BATCH,TIME_MS,PWR_W,PWR_Z,RX_W,TX_W,RX_Z,TX_Z
1,1196,21,off,1000,1000,0,0
2,16547,19,off,999,1000,0,0
3,30774,17,off,935,1000,0,0
4,44864,17,off,999,1000,0,0
5,59133,15,off,997,1000,0,0
6,73329,13,off,978,1000,0,0
7,87731,11,off,947,1000,0,0
8,101914,11,off,970,1000,0,0
9,116219,9,off,973,1000,0,0
10,130378,7,off,922,1000,0,0
11,144766,7,off,886,1000,0,0
12,158773,9,off,968,1000,0,0
13,172888,7,off,712,1000,0,0
14,187237,9,off,988,1000,0,0
15,201438,7,off,695,1000,0,0
16,215947,9,off,978,1000,0,0
17,230047,7,off,890,1000,0,0
18,244234,9,off,993,1000,0,0
19,258828,7,off,784,1000,0,0
20,272988,9,off,948,1000,0,0
21,287341,9,off,994,1000,0,0
22,301624,7,off,864,1000,0,0
23,316004,9,off,945,1000,0,0
24,330098,9,off,934,1000,0,0
25,344303,9,off,990,1000,0,0
26,358426,7,off,943,1000,0,0
27,372621,7,off,915,1000,0,0
28,386821,7,off,879,1000,0,0
29,401030,9,off,998,1000,0,0
30,415431,7,off,920,1000,0,0
done,429285
