BATCH,TIME_MS,PWR_W,PWR_Z,RX_W,TX_W,RX_Z,TX_Z
1,1199,21,off,861,1000,0,0
2,16611,21,off,866,1000,0,0
3,30780,21,off,888,1000,0,0
4,44979,21,off,800,1000,0,0
5,59176,21,off,788,1000,0,0
6,73290,21,off,763,1000,0,0
7,87531,21,off,749,1000,0,0
8,101690,21,off,756,1000,0,0
9,115803,21,off,809,1000,0,0
10,130401,21,off,657,1000,0,0
11,144562,21,off,878,1000,0,0
12,158680,21,off,829,1000,0,0
13,172769,21,off,851,1000,0,0
14,186972,21,off,881,1000,0,0
15,201738,21,off,829,1000,0,0
16,215841,21,off,858,1000,0,0
17,230031,21,off,870,1000,0,0
18,244091,21,off,920,1000,0,0
19,258288,21,off,966,1000,0,0
20,272411,19,off,952,1000,0,0
21,286579,19,off,1000,1000,0,0
22,300883,17,off,989,1000,0,0
23,315339,15,off,885,1000,0,0
24,329531,17,off,952,1000,0,0
25,343752,17,off,980,1000,0,0
26,358093,15,off,974,1000,0,0
27,372262,13,off,969,1000,0,0
28,386643,11,off,914,1000,0,0
29,400982,11,off,967,1000,0,0
30,415252,9,off,641,1000,0,0
done,428992
