prr,pwr
0.942,220
0.970333333333333,230
0.936,224
0.968666666666667,216
0.94666666666667,203
0.923333333333333,213
0.9666666666667,227
0.986333333333333,222
0.9,224
0.902666666666667,229
0.944333333333333,217
0.913666666666667,220
0.923333333333333,219
0.91,232
0.983333333333333,229
0.934333333333333,224
0.94,214
0.98,228
0.978666666666667,220
0.907,212
