BATCH,TIME_MS,PWR_W,PWR_Z,RX_W,TX_W,RX_Z,TX_Z
1,1206,21,5,5405,5416,1554,1584
2,15222,19,4,5392,5416,1543,1584
3,29328,17,3,5406,5416,1536,1584
4,43738,15,2,5404,5416,1549,1584
5,57807,13,1,5399,5416,1545,1584
6,71936,11,0,5383,5416,1552,1584
7,86005,9,-3,5376,5416,1542,1584
8,100218,7,-6,5276,5416,1535,1584
9,114402,5,-6,5206,5416,1523,1584
10,128714,3,-6,5145,5416,1536,1584
11,143296,3,-6,5140,5416,1545,1584
12,157688,3,-6,5248,5416,1533,1584
13,172083,1,-6,5186,5416,1524,1584
14,186357,1,-6,5123,5416,1533,1584
15,200753,1,-6,5282,5416,1176,1584
16,215113,1,-3,5164,5416,1544,1584
17,229267,1,-6,5206,5416,1541,1584
18,243476,1,-6,5206,5416,1536,1584
19,257567,1,-6,5235,5416,1566,1584
20,271738,1,-6,5189,5416,1551,1584
21,285807,1,-6,5222,5416,1558,1584
22,299946,1,-6,5227,5416,1558,1584
23,314157,1,-6,5285,5416,1549,1584
24,328335,1,-6,5283,5416,1546,1584
25,342437,1,-6,5271,5416,1546,1584
26,356616,1,-6,5191,5416,1552,1584
27,370771,1,-6,5294,5416,1551,1584
28,384952,1,-6,5169,5416,1540,1584
29,399189,1,-6,5310,5416,1536,1584
30,413487,1,-6,5315,5416,1541,1584
done,427139
