BATCH,TIME_MS,PWR_W,PWR_Z,RX_W,TX_W,RX_Z,TX_Z
1,1211,21,5,6946,6964,1991,2036
2,15271,21,-6,6945,6964,1926,2036
3,30175,9,-3,6915,6964,1976,2036
4,44263,10,-6,6932,6964,1833,2036
5,59172,9,-3,6933,6964,1989,2036
6,74148,10,-6,6938,6964,1735,2036
7,89139,9,-3,6891,6964,1993,2036
8,103989,10,-6,6921,6964,1805,2036
9,117997,9,-3,6921,6964,1986,2036
10,132956,10,-6,6917,6964,1971,2036
11,147872,9,-3,6910,6964,1998,2036
12,162707,10,-6,6928,6964,1892,2036
13,176737,9,-3,6923,6964,1994,2036
14,191560,10,-6,6932,6964,1911,2036
15,205564,9,-3,6927,6964,1995,2036
16,220539,10,-6,6922,6964,1868,2036
17,234552,9,-3,6937,6964,1985,2036
18,248641,10,-6,6935,6964,1933,2036
19,263550,9,-3,6936,6964,1994,2036
20,278514,10,-6,6903,6964,1911,2036
21,293472,9,-3,6947,6964,1991,2036
22,307590,10,-6,6939,6964,1796,2036
23,321703,9,-3,6943,6964,1967,2036
24,335706,10,-6,6939,6964,1847,2036
25,349804,9,-3,6937,6964,1992,2036
26,363994,10,-6,6951,6964,1836,2036
27,378123,9,-3,6946,6964,1982,2036
28,392126,10,-6,6924,6964,1832,2036
29,406093,9,-3,6937,6964,1998,2036
30,420089,10,-6,6947,6964,1868,2036
done,433644
