BATCH,TIME_MS,PWR_W,PWR_Z,RX_W,TX_W,RX_Z,TX_Z
1,1216,21,5,3857,3869,838,1131
2,15627,19,5,3865,3869,822,1131
3,30103,17,5,3862,3869,870,1131
4,44435,15,5,3858,3869,895,1131
5,58883,13,5,3859,3869,878,1131
6,73288,11,5,3824,3869,994,1131
7,87812,9,5,3798,3869,867,1131
8,102198,7,5,3686,3869,766,1131
9,116807,7,5,3707,3869,930,1131
10,131291,7,5,3634,3869,1035,1131
11,145899,7,5,3730,3869,905,1131
12,160347,5,5,3635,3869,877,1131
13,174747,5,5,3662,3869,943,1131
14,189347,5,5,3733,3869,861,1131
15,203849,3,5,3701,3869,882,1131
16,218310,3,5,3764,3869,947,1131
17,232714,1,5,3722,3869,971,1131
18,247297,1,5,3702,3869,1049,1131
19,261822,1,5,3703,3869,848,1131
20,276341,1,5,3744,3869,865,1131
21,290995,1,5,3727,3869,876,1131
22,305418,1,5,3774,3869,914,1131
23,319929,1,5,3749,3869,702,1131
24,334493,1,5,3741,3869,870,1131
25,348980,1,5,3741,3869,1051,1131
26,363340,1,5,3737,3869,944,1131
27,377768,1,5,3689,3869,701,1131
28,392215,1,5,3691,3869,964,1131
29,406743,1,5,3736,3869,1033,1131
30,421209,1,5,3699,3869,1025,1131
done,435169
