2.2
5.7
8.3
10.4
13.1
17.3
19.9
22.8
25.9
28.1
33.7
41.3
46.8
56
60.1
67.5
73.8
82.4
92.7
98.2
106.4
112.8
123.1
131
146.2
154.9
161.7
179.2
186.8
197
