100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,92,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,91,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
90,88,85,99,71,74,82,95,92,43,1,53,23,45,99,99,99,99,98,98,97,99,96,98,98,100,98,99,99,98,98,97,97,96,99,98,100,98,100,99,97,84,97,99,69,40,97,98,51,99,80,13,59,25,50,95,73,44,83,87,90,51,13,14,16,55,70,98,99,96,96,99,97,62,98,100,97,99,97,97,93,62,97,98,100,99,96,100,97,96,98,100,98,98,76,94,60,97,97,99
96,95,84,71,90,81,68,94,100,98,59,37,91,97,97,99,97,96,98,96,98,95,97,98,97,84,31,89,0,63,70,98,98,0,38,10,97,97,98,96,97,86,0,0,0,0,0,0,11,74,98,26,0,0,0,21,10,98,70,41,0,0,0,36,11,6,94,37,0,0,49,35,95,98,98,32,35,98,95,63,97,98,89,96,97,72,26,51,98,97,37,99,99,97,99,98,97,99,99,43
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
95,96,98,97,96,97,96,98,96,95,96,97,97,97,95,98,97,98,97,96,96,97,99,98,99,97,98,98,99,97,97,98,98,97,96,99,97,97,99,98,96,99,98,97,99,99,98,97,99,98,99,98,97,98,99,98,98,97,97,99,98,98,97,98,98,98,99,98,98,98,99,97,97,94,100,98,97,95,97,98,97,96,98,98,96,97,97,97,97,97,97,98,98,98,100,100,98,99,99,99
96,90,95,95,96,93,96,91,90,64,51,88,66,74,79,96,96,100,96,96,96,98,96,98,97,95,96,95,98,96,96,97,95,97,97,96,97,96,99,96,96,97,96,97,98,96,96,96,98,96,96,99,97,96,96,97,96,98,98,96,97,98,97,96,96,94,95,95,96,98,97,96,96,96,96,94,92,98,97,97,95,95,96,83,71,98,97,98,96,96,96,96,96,97,97,96,97,95,96,97
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
29,0,1,57,80,27,2,34,38,0,20,24,70,59,38,64,80,45,65,94,88,60,39,50,59,14,39,84,78,52,64,74,97,96,62,92,83,62,94,94,93,83,82,87,84,79,100,87,70,40,69,89,64,73,79,83,73,38,77,53,23,20,85,87,74,74,98,90,83,30,15,31,16,45,53,8,0,0,1,0,0,0,1,1,3,0,7,38,3,4,22,80,16,8,27,54,53,35,61,21
100,100,100,100,88,90,91,89,95,99,99,100,97,99,100,98,99,100,99,99,96,98,97,98,100,98,100,100,99,97,97,99,98,98,99,98,98,98,100,97,99,99,99,99,99,99,98,99,94,92,93,94,97,100,100,100,100,100,100,100,100,100,99,100,100,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,86,100,100,99,97,100,100,99,99,100,100,98,97,100,100,100,98,99,99,100,99,100,100,98,100,100,100,100,100,100,100,100,100,99,98,86,100,100,100,100,100,100,100,100,100,100,99,100,98,100,100,100,98,100,100,100,100,100,100,100,96,100,80,83,86,100,99,100,99,100,100,100,100,100,99,100,100,100,100,99,100,99,98,100,100,100,100,100,100,100,100
0,1,6,2,2,0,1,0,0,5,4,6,2,18,10,0,0,2,0,0,0,10,6,0,1,5,3,0,3,3,0,0,0,1,0,0,2,0,2,2,0,0,0,0,0,0,1,27,32,18,18,31,31,36,3,6,8,30,16,5,1,0,3,0,0,0,0,0,4,0,1,9,0,12,0,2,8,10,19,6,3,3,0,3,2,1,8,12,1,7,23,0,3,1,4,3,0,12,4,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
