1869.8806,1842.0959,1870.8016,1868.8209,1867.541,1876.7566,1876.7021,1862.2061,1847.7594,1869.0477,1865.1829,1879.2926,1849.2788
1867.4585,1854.0887,1856.318,1868.8209,1879.5741,1854.9338,1862.303,1843.0081,1859.7578,1854.6335,1860.3694,1852.8575,1892.9626
1857.7699,1868.4801,1868.3877,1864.0229,1889.2007,1874.3318,1862.303,1855.0067,1854.9585,1888.2667,1886.843,1879.2926,1863.8401
1857.7699,1856.4873,1856.318,1861.6239,1877.1675,1862.208,1871.9025,1835.8087,1857.3582,2032.4092,1869.9962,1881.6958,1895.3894
1862.6143,1856.4873,1856.318,1849.6289,1879.5741,1867.0576,1859.9031,1864.6057,1857.3582,1924.3024,1860.3694,1857.6639,1854.1326
1862.6143,1849.2916,1861.1459,1847.23,1872.3542,1876.7566,1871.9025,1843.0081,1847.7594,1864.243,1886.843,1893.7118,1890.5358
1862.6143,1856.4873,1858.7319,1852.028,1886.7941,1869.4823,1859.9031,1855.0067,1864.5573,1852.2311,1843.5226,1840.8417,1866.267
1860.1921,1846.8931,1851.4901,1842.4319,1874.7609,1886.4556,1867.1027,1859.8063,1850.1591,2109.2852,1879.6229,1879.2926,1890.5358
1860.1921,1856.4873,1858.7319,1842.4319,1896.4205,1871.9071,1855.1033,1847.8075,1864.5573,1845.0239,1872.4028,1864.8735,1875.9745
1860.1921,1844.4945,1853.9041,1842.4319,1881.9808,1867.0576,1864.7028,1847.8075,1845.3597,1907.4857,1882.0297,1893.7118,1888.1089
1872.3027,1846.8931,1865.9738,1835.235,1881.9808,1876.7566,1857.5032,1855.0067,1854.9585,1883.462,1869.9962,1891.3086,1875.9745
1860.1921,1846.8931,1853.9041,1854.427,1886.7941,1869.4823,1881.502,1864.6057,1838.1606,1888.2667,1860.3694,1860.0671,1905.0969
1857.7699,1844.4945,1856.318,1842.4319,1872.3542,1867.0576,1864.7028,1859.8063,1854.9585,1902.681,1872.4028,1891.3086,1888.1089
1862.6143,1861.2844,1849.0762,1859.225,1872.3542,1871.9071,1871.9025,1867.0055,1835.761,1878.6572,1838.7092,1860.0671,1880.8282
1865.0364,1858.8859,1856.318,1842.4319,1894.0139,1869.4823,1855.1033,1859.8063,1857.3582,1883.462,1882.0297,1884.099,1883.2551
1869.8806,1854.0887,1846.6622,1844.8309,1877.1675,1874.3318,1862.303,1852.6071,1857.3582,1833.0121,1831.4891,1857.6639,1892.9626
1884.4133,1842.0959,1853.9041,1837.6339,1891.6073,1869.4823,1850.3036,1855.0067,1852.5587,1878.6572,1867.5895,1881.6958,1863.8401
1881.9912,1844.4945,1844.2483,1847.23,1869.9476,1867.0576,1852.7035,1859.8063,1864.5573,1878.6572,1877.2163,1903.3245,1892.9626
1884.4133,1839.6974,1856.318,1835.235,1867.541,1864.6328,1838.3042,1850.2073,1876.5557,1876.2549,1862.7761,1855.2607,1888.1089
1877.147,1839.6974,1849.0762,1844.8309,1867.541,1876.7566,1852.7035,1859.8063,1866.9569,1881.0596,1920.5366,1927.3564,1885.682
1881.9912,1849.2916,1858.7319,1842.4319,1867.541,1869.4823,1840.7041,1838.2085,1862.1575,1857.0359,1853.1494,1840.8417,1902.67
1874.7249,1844.4945,1849.0762,1847.23,1874.7609,1871.9071,1850.3036,1855.0067,1842.96,1866.6454,1879.6229,1881.6958,1883.2551
1881.9912,1844.4945,1856.318,1830.4369,1867.541,1859.7833,1838.3042,1850.2073,1862.1575,1833.0121,1841.116,1845.6479,1892.9626
1886.8354,1837.2988,1892.5271,1849.6289,1877.1675,1862.208,1864.7028,1857.4065,1845.3597,1871.4501,1882.0297,1886.5022,1866.267
1881.9912,1842.0959,1865.9738,1844.8309,1860.3212,1852.509,1855.1033,1838.2085,1852.5587,1861.8406,1886.843,1898.5182,1902.67
1891.6797,1839.6974,1858.7319,1866.422,1869.9476,1859.7833,1862.303,1862.2061,1845.3597,1873.8525,1850.7427,1855.2607,1871.1207
