BATCH,TIME_MS,PWR_W,PWR_Z,RX_W,TX_W,RX_Z,TX_Z
1,1206,21,5,2285,2302,672,698
2,15931,21,-6,2298,2302,647,698
3,30558,9,-3,2270,2302,685,698
4,45243,10,-6,2294,2302,648,698
5,59933,9,-3,2285,2302,681,698
6,74700,10,-6,2295,2302,654,698
7,89343,9,-3,2290,2302,681,698
8,104139,10,-6,2267,2302,657,698
9,118722,9,-3,2297,2302,682,698
10,133349,10,-6,2289,2302,663,698
11,148082,9,-3,2284,2302,676,698
12,162882,10,-6,2289,2302,651,698
13,177539,9,-3,2283,2302,688,698
14,192109,10,-6,2298,2302,616,698
15,206820,9,-3,2294,2302,686,698
16,221453,10,-6,2249,2302,630,698
17,236091,9,-3,2291,2302,677,698
18,250791,10,-6,2299,2302,652,698
19,265442,9,-3,2295,2302,681,698
20,280190,10,-6,2285,2302,633,698
21,294791,9,-3,2274,2302,676,698
22,309393,10,-6,2300,2302,621,698
23,323952,9,-3,2275,2302,685,698
24,338720,10,-6,2295,2302,649,698
25,353383,9,-3,2254,2302,667,698
26,368071,10,-6,2291,2302,604,698
27,382834,9,-3,2295,2302,678,698
28,397560,10,-6,2286,2302,657,698
29,412337,9,-3,2298,2302,675,698
30,427111,10,-6,2256,2302,620,698
done,441109
