BATCH,TIME_MS,PWR_W,PWR_Z,RX_W,TX_W,RX_Z,TX_Z
1,1196,21,5,738,767,226,233
2,15988,19,4,763,767,229,233
3,29992,17,3,744,767,217,233
4,44749,15,3,722,767,227,233
5,59543,15,2,744,767,228,233
6,74348,13,1,735,767,221,233
7,89117,13,1,736,767,227,233
8,103920,13,0,716,767,216,233
9,118724,13,0,763,767,225,233
10,133692,11,-3,762,767,206,233
11,148609,9,0,684,767,227,233
12,163410,11,-3,750,767,216,233
13,177385,9,-3,692,767,219,233
14,192150,9,-3,733,767,223,233
15,206900,9,-3,740,767,225,233
16,221662,7,-6,724,767,216,233
17,236461,7,-6,621,767,207,233
18,251249,9,-3,758,767,210,233
19,265235,7,-3,709,767,226,233
20,279981,7,-6,694,767,215,233
21,294775,7,-6,595,767,199,233
22,309553,9,-3,703,767,226,233
23,324320,9,-6,689,767,216,233
24,339122,11,-6,734,767,213,233
25,353946,11,-6,763,767,212,233
26,367851,9,-6,726,767,209,233
27,382625,9,-3,759,767,221,233
28,397459,7,-3,689,767,225,233
29,412220,9,-6,733,767,222,233
30,426934,9,-6,724,767,216,233
done,441179
