BATCH,TIME_MS,PWR_W,PWR_Z,RX_W,TX_W,RX_Z,TX_Z
1,1216,21,5,5284,5319,1639,1681
2,15942,21,-6,5298,5319,1065,1681
3,30354,9,-3,5234,5319,1618,1681
4,44883,10,-6,5241,5319,1572,1681
5,59270,9,-3,5080,5319,1620,1681
6,73800,10,-6,5198,5319,1421,1681
7,88252,9,-3,5150,5319,1625,1681
8,102652,10,-6,5261,5319,1527,1681
9,117079,9,-3,5151,5319,1587,1681
10,131559,10,-6,5222,5319,1560,1681
11,145951,9,-3,5072,5319,1616,1681
12,160480,10,-6,5206,5319,1581,1681
13,174865,9,-3,5074,5319,1603,1681
14,189282,10,-6,5271,5319,1434,1681
15,203575,9,-3,4965,5319,1588,1681
16,218202,10,-6,5272,5319,1533,1681
17,232722,9,-3,5138,5319,1628,1681
18,247451,10,-6,5228,5319,1585,1681
19,262055,9,-3,5176,5319,1621,1681
20,276642,10,-6,5285,5319,1464,1681
21,291042,9,-3,5144,5319,1598,1681
22,305672,10,-6,5270,5319,1097,1681
23,320030,9,-3,4979,5319,1589,1681
24,334550,10,-6,5274,5319,1585,1681
25,349072,9,-3,5124,5319,1599,1681
26,363487,10,-6,5274,5319,1620,1681
27,377785,9,-3,5094,5319,1631,1681
28,392097,10,-6,5230,5319,1359,1681
29,406636,9,-3,5115,5319,1480,1681
30,421163,10,-6,5251,5319,1235,1681
done,434890
