BATCH,TIME_MS,PWR_W,PWR_Z,RX_W,TX_W,RX_Z,TX_Z
1,270,21,5,5323,5470,1371,1530
2,14678,19,5,5291,5470,1337,1530
3,28907,17,5,5255,5470,1216,1530
4,43454,15,5,5294,5470,1357,1530
5,57646,13,5,5249,5470,1246,1530
6,71937,13,5,5226,5470,720,1530
7,86027,13,5,5225,5470,1487,1530
8,100609,13,4,5202,5470,1491,1530
9,114947,13,3,5208,5470,1317,1530
10,129298,13,4,5176,5470,1283,1530
11,144035,13,5,5166,5470,1351,1530
12,158646,13,5,5197,5470,1372,1530
13,172939,13,5,5216,5470,1200,1530
14,187235,13,5,5196,5470,1233,1530
15,201438,13,5,5260,5470,1363,1530
16,215676,11,5,5202,5470,1267,1530
17,230079,11,5,5187,5470,1319,1530
18,244507,11,5,5191,5470,1330,1530
19,258898,11,5,5146,5470,1363,1530
20,273158,11,5,5223,5470,1319,1530
21,287487,11,5,5212,5470,1242,1530
22,301657,11,5,5222,5470,1075,1530
23,315851,11,5,5231,5470,1347,1530
24,330087,11,5,5126,5470,1331,1530
25,344549,11,5,5242,5470,1417,1530
26,358795,11,5,5234,5470,1375,1530
27,372970,11,5,5239,5470,1332,1530
28,387188,11,5,5193,5470,1215,1530
29,401690,11,5,5186,5470,1350,1530
30,415790,11,5,5220,5470,1333,1530
done,429496
