BATCH,TIME_MS,PWR_W,PWR_Z,RX_W,TX_W,RX_Z,TX_Z
1,280,21,5,3560,3907,945,1093
2,14651,21,5,3130,3907,935,1093
3,29248,21,5,3209,3907,923,1093
4,43808,21,5,3743,3907,1001,1093
5,58210,21,5,3779,3907,1026,1093
6,72781,19,5,3781,3907,1016,1093
7,87378,17,5,3786,3907,968,1093
8,101841,15,5,3723,3907,1070,1093
9,116197,15,4,3767,3907,912,1093
10,130682,13,5,3729,3907,880,1093
11,145192,13,5,3728,3907,934,1093
12,159799,13,5,3718,3907,817,1093
13,174408,13,5,3679,3907,946,1093
14,188851,13,5,3730,3907,906,1093
15,203455,13,5,3718,3907,1070,1093
16,217833,13,4,3762,3907,955,1093
17,232433,11,5,3758,3907,920,1093
18,246835,9,5,3558,3907,1071,1093
19,261229,9,4,3655,3907,805,1093
20,275700,9,5,3630,3907,990,1093
21,290121,9,5,3637,3907,935,1093
22,304451,9,5,3563,3907,981,1093
23,319072,9,5,3688,3907,983,1093
24,333478,9,5,3688,3907,1063,1093
25,348018,9,4,3663,3907,1073,1093
26,362431,9,3,3664,3907,1063,1093
27,377031,9,2,3573,3907,981,1093
28,391650,9,3,3666,3907,884,1093
29,406169,9,4,3577,3907,774,1093
30,420750,9,5,3631,3907,921,1093
done,434593
