BATCH,TIME_MS,PWR_W,PWR_Z,RX_W,TX_W,RX_Z,TX_Z
1,1206,21,5,5304,5319,1623,1681
2,15598,19,4,5308,5319,1641,1681
3,30377,17,3,5308,5319,1624,1681
4,45214,15,2,5308,5319,1645,1681
5,59730,13,1,5298,5319,1604,1681
6,73921,11,1,5251,5319,1641,1681
7,88197,9,0,5255,5319,1633,1681
8,102437,7,-3,4529,5319,1612,1681
9,116949,9,-3,5176,5319,1617,1681
10,131185,7,-6,4600,5319,943,1681
11,145408,9,-3,5166,5319,1529,1681
12,159784,7,-3,4350,5319,1597,1681
13,174174,9,-3,5162,5319,1616,1681
14,188594,7,-6,4619,5319,1517,1681
15,202974,9,-6,5201,5319,1536,1681
16,217567,7,-6,4491,5319,1569,1681
17,232087,9,-6,5187,5319,1470,1681
18,246518,7,-3,4455,5319,1364,1681
19,261007,9,0,5012,5319,1624,1681
20,275577,9,-3,5240,5319,1595,1681
21,290057,7,-3,4699,5319,1583,1681
22,304453,9,-3,5235,5319,1539,1681
23,318764,7,-3,4309,5319,1611,1681
24,333070,9,-3,5100,5319,1600,1681
25,347685,9,-3,5020,5319,1628,1681
26,362060,9,-6,5209,5319,1528,1681
27,376259,7,-6,4645,5319,1544,1681
28,390645,9,-6,5163,5319,1200,1681
29,404980,7,-3,4664,5319,1614,1681
30,419393,9,-6,5147,5319,1552,1681
done,433238
