BATCH,TIME_MS,PWR_W,PWR_Z,RX_W,TX_W,RX_Z,TX_Z
1,270,21,5,767,781,216,219
2,15159,21,-6,772,781,124,219
3,30085,off,-3,0,0,789,1000
4,44292,off,0,0,0,964,1000
5,58484,off,1,0,0,840,1000
6,72699,off,2,0,0,813,1000
7,86880,off,5,0,0,943,1000
8,101071,19,-6,772,781,198,219
9,116005,off,-3,0,0,934,1000
10,130008,off,0,0,0,823,1000
11,144001,off,1,0,0,777,1000
12,158001,off,2,0,0,836,1000
13,171999,off,3,0,0,941,1000
14,186024,off,4,0,0,854,1000
15,199993,off,5,0,0,884,1000
16,213990,19,-6,748,781,211,219
17,228935,off,-3,0,0,964,1000
18,243145,off,0,0,0,847,1000
19,257335,off,1,0,0,818,1000
20,271542,off,2,0,0,948,1000
21,285747,off,3,0,0,819,1000
22,299925,off,5,0,0,842,1000
23,313929,19,-6,750,781,205,219
24,328895,off,-3,0,0,796,1000
25,343095,off,0,0,0,899,1000
26,357281,off,1,0,0,963,1000
27,371290,off,2,0,0,791,1000
28,385278,off,5,0,0,835,1000
29,399267,19,-6,769,781,212,219
30,413374,off,-3,0,0,781,1000
done,426774
