BATCH,TIME_MS,PWR_W,PWR_Z,RX_W,TX_W,RX_Z,TX_Z
1,1195,off,5,0,0,751,1000
2,15114,off,5,0,0,501,1000
3,29117,off,5,0,0,948,1000
4,43117,off,5,0,0,808,1000
5,57117,off,5,0,0,963,1000
6,71130,off,4,0,0,960,1000
7,85130,off,3,0,0,511,1000
8,99133,off,4,0,0,685,1000
9,113134,off,5,0,0,868,1000
10,127109,off,5,0,0,768,1000
11,141717,off,5,0,0,702,1000
12,155726,off,5,0,0,709,1000
13,169726,off,5,0,0,810,1000
14,183732,off,5,0,0,664,1000
15,197718,off,5,0,0,768,1000
16,211717,off,5,0,0,683,1000
17,225722,off,5,0,0,624,1000
18,239717,off,5,0,0,480,1000
19,253717,off,5,0,0,754,1000
20,267717,off,5,0,0,750,1000
21,281731,off,5,0,0,509,1000
22,295730,off,5,0,0,825,1000
23,309730,off,5,0,0,752,1000
24,323727,off,5,0,0,906,1000
25,337741,off,5,0,0,674,1000
26,351716,off,5,0,0,485,1000
27,365717,off,5,0,0,929,1000
28,379718,off,5,0,0,754,1000
29,393731,off,5,0,0,698,1000
30,407711,off,5,0,0,917,1000
done,421158
