BATCH,TIME_MS,PWR_W,PWR_Z,RX_W,TX_W,RX_Z,TX_Z
1,1206,off,5,0,0,2276,2370
2,15311,off,4,0,0,2269,2370
3,29311,off,4,0,0,2267,2370
4,43327,off,4,0,0,2262,2370
5,57315,off,4,0,0,2285,2370
6,71319,off,3,0,0,2281,2370
7,85321,off,2,0,0,2275,2370
8,99319,off,2,0,0,2256,2370
9,113327,off,2,0,0,2275,2370
10,127318,off,2,0,0,2275,2370
11,141318,off,2,0,0,2261,2370
12,155322,off,2,0,0,2269,2370
13,169317,off,2,0,0,2268,2370
14,183318,off,2,0,0,2271,2370
15,197331,off,2,0,0,2276,2370
16,211549,off,1,0,0,949,2370
17,225723,off,2,0,0,2270,2370
18,239719,off,2,0,0,2282,2370
19,253725,off,1,0,0,2254,2370
20,267720,off,1,0,0,2287,2370
21,281729,off,0,0,0,2283,2370
22,295732,off,-3,0,0,2229,2370
23,309924,off,-3,0,0,2287,2370
24,323919,off,-6,0,0,777,2370
25,337930,off,-3,0,0,2228,2370
26,352119,off,-3,0,0,2205,2370
27,366120,off,-3,0,0,2253,2370
28,380123,off,-3,0,0,2252,2370
29,394124,off,-3,0,0,2191,2370
30,408137,off,-3,0,0,2263,2370
done,421770
