BATCH,TIME_MS,PWR_W,PWR_Z,RX_W,TX_W,RX_Z,TX_Z
1,1206,off,5,0,0,1996,2370
2,15355,off,5,0,0,1862,2370
3,29346,off,5,0,0,1841,2370
4,43343,off,5,0,0,1979,2370
5,57343,off,5,0,0,1907,2370
6,71353,off,5,0,0,1862,2370
7,85345,off,5,0,0,1880,2370
8,99351,off,5,0,0,1708,2370
9,113347,off,5,0,0,1816,2370
10,127343,off,5,0,0,1851,2370
11,141345,off,5,0,0,1799,2370
12,155359,off,5,0,0,1925,2370
13,169326,off,5,0,0,1881,2370
14,183357,off,5,0,0,1892,2370
15,197360,off,5,0,0,1848,2370
16,211346,off,5,0,0,870,2370
17,225334,off,5,0,0,1870,2370
18,239324,off,5,0,0,1828,2370
19,253355,off,5,0,0,1783,2370
20,267358,off,5,0,0,1852,2370
21,281346,off,5,0,0,1848,2370
22,295348,off,5,0,0,1938,2370
23,309358,off,5,0,0,1679,2370
24,323345,off,5,0,0,2020,2370
25,337348,off,5,0,0,1895,2370
26,351349,off,5,0,0,1888,2370
27,365345,off,5,0,0,2271,2370
28,379345,off,5,0,0,2265,2370
29,393344,off,5,0,0,2249,2370
30,407367,off,5,0,0,2220,2370
done,420780
