BATCH,TIME_MS,PWR_W,PWR_Z,RX_W,TX_W,RX_Z,TX_Z
1,1227,off,5,0,0,1992,2370
2,15345,off,5,0,0,1814,2370
3,29549,off,5,0,0,1719,2370
4,43748,off,5,0,0,1960,2370
5,57922,off,5,0,0,1978,2370
6,71949,off,5,0,0,1998,2370
7,86144,off,5,0,0,2010,2370
8,100347,off,5,0,0,2011,2370
9,114557,off,5,0,0,1836,2370
10,128745,off,5,0,0,1849,2370
11,142944,off,5,0,0,1865,2370
12,157145,off,5,0,0,1834,2370
13,171329,off,5,0,0,1905,2370
14,185345,off,5,0,0,1792,2370
15,199726,off,5,0,0,1828,2370
16,213923,off,5,0,0,1789,2370
17,227950,off,5,0,0,1946,2370
18,242144,off,5,0,0,1737,2370
19,256333,off,5,0,0,1947,2370
20,270546,off,5,0,0,1998,2370
21,284748,off,5,0,0,1927,2370
22,298948,off,5,0,0,1939,2370
23,313145,off,5,0,0,1842,2370
24,327356,off,5,0,0,1838,2370
25,341529,off,5,0,0,1916,2370
26,355546,off,5,0,0,1901,2370
27,369757,off,5,0,0,1759,2370
28,383946,off,5,0,0,1804,2370
29,398149,off,5,0,0,1861,2370
30,412350,off,5,0,0,1869,2370
done,425970
