BATCH,TIME_MS,PWR_W,PWR_Z,RX_W,TX_W,RX_Z,TX_Z
1,1206,off,5,0,0,2259,2370
2,15110,off,5,0,0,2226,2370
3,29105,off,5,0,0,2202,2370
4,43117,off,5,0,0,2218,2370
5,57121,off,5,0,0,2171,2370
6,71143,off,5,0,0,2235,2370
7,85133,off,5,0,0,2189,2370
8,99108,off,5,0,0,2203,2370
9,113133,off,5,0,0,2222,2370
10,127134,off,5,0,0,2229,2370
11,141135,off,5,0,0,2233,2370
12,155111,off,5,0,0,2188,2370
13,169149,off,5,0,0,2250,2370
14,183149,off,5,0,0,2238,2370
15,197138,off,5,0,0,2215,2370
16,211126,off,5,0,0,2248,2370
17,225137,off,5,0,0,2265,2370
18,239134,off,5,0,0,2233,2370
19,253149,off,5,0,0,2224,2370
20,267139,off,5,0,0,2255,2370
21,281117,off,5,0,0,2268,2370
22,295126,off,5,0,0,2219,2370
23,309120,off,5,0,0,2264,2370
24,323136,off,5,0,0,2198,2370
25,337128,off,5,0,0,2215,2370
26,351135,off,5,0,0,2254,2370
27,365148,off,5,0,0,2255,2370
28,379138,off,5,0,0,2245,2370
29,393110,off,5,0,0,2226,2370
30,407150,off,5,0,0,2182,2370
done,420569
