BATCH,TIME_MS,PWR_W,PWR_Z,RX_W,TX_W,RX_Z,TX_Z
1,1216,off,5,0,0,2240,2370
2,15306,off,5,0,0,2231,2370
3,29306,off,5,0,0,2222,2370
4,43322,off,5,0,0,2250,2370
5,57311,off,5,0,0,2243,2370
6,71312,off,5,0,0,2257,2370
7,85313,off,5,0,0,2237,2370
8,99310,off,5,0,0,2244,2370
9,113311,off,5,0,0,2247,2370
10,127319,off,5,0,0,2256,2370
11,141321,off,5,0,0,2242,2370
12,155321,off,5,0,0,2242,2370
13,169319,off,5,0,0,2270,2370
14,183328,off,5,0,0,2237,2370
15,197330,off,5,0,0,2260,2370
16,211334,off,5,0,0,2238,2370
17,225329,off,5,0,0,2239,2370
18,239331,off,5,0,0,2212,2370
19,253322,off,5,0,0,2224,2370
20,267321,off,5,0,0,2250,2370
21,281332,off,5,0,0,2276,2370
22,295320,off,4,0,0,2256,2370
23,309319,off,4,0,0,2246,2370
24,323327,off,4,0,0,2253,2370
25,337350,off,4,0,0,2236,2370
26,351331,off,4,0,0,2254,2370
27,365321,off,4,0,0,2233,2370
28,379346,off,4,0,0,2251,2370
29,393322,off,4,0,0,2231,2370
30,407349,off,4,0,0,2258,2370
done,420770
