BATCH,TIME_MS,PWR_W,PWR_Z,RX_W,TX_W,RX_Z,TX_Z
1,1205,off,5,0,0,742,1000
2,15144,off,5,0,0,763,1000
3,29133,off,5,0,0,935,1000
4,43134,off,5,0,0,809,1000
5,57135,off,5,0,0,759,1000
6,71116,off,5,0,0,789,1000
7,85127,off,5,0,0,883,1000
8,99127,off,5,0,0,753,1000
9,113126,off,5,0,0,561,1000
10,127127,off,5,0,0,752,1000
11,141127,off,5,0,0,862,1000
12,155127,off,5,0,0,680,1000
13,169129,off,5,0,0,774,1000
14,183124,off,5,0,0,812,1000
15,197117,off,5,0,0,827,1000
16,211147,off,5,0,0,882,1000
17,225118,off,5,0,0,626,1000
18,239130,off,5,0,0,932,1000
19,253130,off,5,0,0,795,1000
20,267129,off,5,0,0,743,1000
21,281128,off,5,0,0,821,1000
22,295145,off,5,0,0,960,1000
23,309119,off,4,0,0,793,1000
24,323119,off,5,0,0,763,1000
25,337128,off,5,0,0,750,1000
26,351139,off,5,0,0,919,1000
27,365119,off,5,0,0,841,1000
28,379127,off,5,0,0,957,1000
29,393127,off,5,0,0,694,1000
30,407129,off,5,0,0,753,1000
done,420585
