BATCH,TIME_MS,PWR_W,PWR_Z,RX_W,TX_W,RX_Z,TX_Z
1,1230,off,5,0,0,1769,2370
2,15326,off,5,0,0,1801,2370
3,29345,off,5,0,0,1955,2370
4,43329,off,5,0,0,1766,2370
5,57333,off,5,0,0,1829,2370
6,71315,off,5,0,0,1883,2370
7,85315,off,5,0,0,2020,2370
8,99348,off,5,0,0,1983,2370
9,113938,off,5,0,0,2006,2370
10,127936,off,5,0,0,1909,2370
11,141938,off,5,0,0,1828,2370
12,155916,off,5,0,0,1582,2370
13,169934,off,5,0,0,1693,2370
14,183936,off,5,0,0,1955,2370
15,197936,off,5,0,0,1797,2370
16,211946,off,5,0,0,1786,2370
17,225946,off,5,0,0,1805,2370
18,239939,off,5,0,0,1834,2370
19,253926,off,5,0,0,1895,2370
20,267941,off,5,0,0,1792,2370
21,282149,off,5,0,0,1806,2370
22,296134,off,5,0,0,1762,2370
23,310148,off,5,0,0,1965,2370
24,324144,off,5,0,0,1825,2370
25,338135,off,5,0,0,1792,2370
26,352337,off,5,0,0,1896,2370
27,366338,off,5,0,0,1907,2370
28,380349,off,5,0,0,1874,2370
29,394317,off,5,0,0,1997,2370
30,408342,off,5,0,0,1721,2370
done,421760
