BATCH,TIME_MS,PWR_W,PWR_Z,RX_W,TX_W,RX_Z,TX_Z
1,1206,off,5,0,0,952,1000
2,15117,off,5,0,0,953,1000
3,29134,off,5,0,0,948,1000
4,43146,off,5,0,0,939,1000
5,57156,off,5,0,0,953,1000
6,71157,off,5,0,0,947,1000
7,85147,off,5,0,0,959,1000
8,99157,off,5,0,0,961,1000
9,113148,off,4,0,0,935,1000
10,127116,off,4,0,0,956,1000
11,141144,off,4,0,0,963,1000
12,155155,off,3,0,0,956,1000
13,169147,off,3,0,0,954,1000
14,183147,off,3,0,0,957,1000
15,197153,off,3,0,0,958,1000
16,211156,off,3,0,0,954,1000
17,225126,off,3,0,0,955,1000
18,239147,off,3,0,0,958,1000
19,253123,off,3,0,0,934,1000
20,267120,off,3,0,0,935,1000
21,281144,off,3,0,0,936,1000
22,295144,off,3,0,0,960,1000
23,309719,off,2,0,0,959,1000
24,323718,off,2,0,0,945,1000
25,337721,off,2,0,0,947,1000
26,351724,off,2,0,0,959,1000
27,365722,off,2,0,0,958,1000
28,379723,off,2,0,0,957,1000
29,393725,off,2,0,0,959,1000
30,407750,off,2,0,0,948,1000
done,421169
